course_code,course_name,units,year,description,requirements,faculty,outcomes,corequisites,exclusions,recommended,department_name,department_code,instructor,keywords,prereq_codes
ELEC 446,Mobile Robotics,3.5,4.0,"From self-driving cars, robot vacuums and lawnmowers, to autonomous mining, construction, and agricultural vehicles, applications for mobile robots are widespread. This course provides students with a broad introduction to the fundamental tools and techniques of mobile robotics. Specific topics include rudimentary vehicle modelling, control systems design for trajectory tracking, sensing and perception methods, state estimation for navigation, localization, and mapping (SLAM), as well as the basic elements of motion planning. Computer-based simulations (Python) are employed in tutorials and assignments to help students develop a practical understanding of the course topics.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: ELEC 224 or MREN 223 Corequisites: ELEC 443 or MECH 350 Exclusio,Smith Engineering,,ELEC 443 or MECH 350,[],,Electrical Engineering,ELEC,,"[""mobile robotics"", ""trajectory tracking"", ""SLAM"", ""motion planning"", ""Python""]","ELEC 224, MREN 223, ELEC 443, MECH 350"
ELEC 448,Introduction To Robotics,3.5,4.0,"Robotics is an interdisciplinary subject concerning areas of mechanics, electronics, information theory, control systems and automation. This course provides an introduction to robotics and covers fundamental aspects of modeling and control of robot manipulators. Topics include history and application of robotics in industry, rigid body kinematics, manipulator forward, inverse and differential kinematics, workspace, singularity, redundancy, manipulator dynamics, trajectory generation, actuators, sensors, and manipulator position and contact force control strategies. Applications studied using MATLAB/Simulink software simulation and laboratory experiments.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0.5, Tut: 0)","Prerequisites: Corequisites: ELEC 443 or MTHE 332 or MECH 350 Exclusions: MECH 456, MREN 348",Smith Engineering,,ELEC 443 or MTHE 332 or MECH 350,"[""MECH 456"", ""MREN 348""]",,Electrical Engineering,ELEC,,"[""robot manipulators"", ""kinematics"", ""trajectory generation"", ""force control"", ""MATLAB/Simulink""]","ELEC 443, MTHE 332, MECH 350"
ELEC 451,Digital Integrated Circuit Engineering,3.25,4.0,"Review of MOS transistor structure and operation; overview of wafer processing and device implementation, layout and design rules. CMOS gate design; static and dynamic logic; modelling of transients and delays. Clocked circuits; interconnect effects, and I/O. Memory and programmable logic arrays. Technology scaling effects; design styles and flow.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0.25, Tut: 0)","Prerequisites: ELEC 252 , ELEC 271 Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,Sean Whitehall,"[""MOS transistor"", ""CMOS gate design"", ""memory arrays"", ""programmable logic"", ""technology scaling""]","ELEC 252, ELEC 271"
ELEC 454,Analog Electronics,3.25,4.0,"Topics include; an introduction to noise and distortion in electronic circuits, analysis and design of biasing circuits, references, ADCs and DACs, power amps, mixers, modulators and PLLs along with a short introduction to analog filter design.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0.25)","Prerequisites: ELEC 224 or MREN 223 or MTHE 335, ELEC 353 Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""noise and distortion"", ""biasing circuits"", ""ADCs and DACs"", ""power amps"", ""analog filter design""]","ELEC 224, MREN 223, MTHE 335, ELEC 353"
ELEC 457,Integrated Circuits and System Application,3.5,4.0,"In the first part of this course modern microelectronic circuits are covered and in the second part these circuits are used in new and emerging applications. Topics include: active and passive filtering circuits, phase locked loops, frequency synthesizers, RF modulators, clock and data recovery circuits, RF energy harvesting, ultra low-power circuits, biotelemetry systems, biological sensors, neurostimulator circuits, introduction to radiometry and radar imaging.
(Lec: 3, Lab: 0.5, Tut: 0)","Prerequisites: ELEC 353, ELEC 224 or MTHE 335 or MREN 223 Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,Sean Whitehall,"[""microelectronic circuits"", ""RF modulators"", ""energy harvesting"", ""biotelemetry"", ""radar imaging""]","ELEC 353, ELEC 224, MTHE 335, MREN 223"
ELEC 461,Digital Communications,3.5,4.0,"Representation of signals and noise, Gaussian processes, correlation functions and power spectra. Linear systems and random processes. Performance analysis and design of coherent and noncoherent communication systems, phase-shift-keying, frequency-shift,-keying, and M-ary communication systems. Optimum receivers and signal space concepts. Information and its measure, source encoding, channel capacity and error correcting coding.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: ELEC 324 or MTHE 335 or MREN 223, ELEC 326 or MTHE 351, or permission of instructor Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,Scott S H Yam,"[""Gaussian processes"", ""coherent systems"", ""signal space"", ""error correcting coding"", ""channel capacity""]","ELEC 324, MTHE 335, MREN 223, ELEC 326, MTHE 351"
ELEC 464,Wireless Communications,3.0,4.0,"Fundamental principles and practice of current wireless communications systems and technologies. Historical context, the wireless channel including path loss, shadowing, fading, and system modes in use. Capacity limitations on transmission rate, transmission of data by signaling over wireless channels via digital modulation, optimum receivers, countermeasures to fading and interference via diversity and equalization, multiple user systems including multiple access FDMA, TDMA, CDMA, FDMA/TDMA, uplink and downlink; capacity and power control, design of cellular networks. Selected standards and emerging trends are also surveyed.
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: ELEC 324 or MREN 223 and ELEC 326 Corequisites: Exclusio,Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""wireless communications"", ""fading"", ""digital modulation"", ""cellular networks"", ""multiple access""]","ELEC 324, MREN 223, ELEC 326"
ELEC 470,Computer System Architecture,3.5,4.0,"This course covers advanced topics in computer architecture with a quantitative perspective. Topics include: instruction set design; memory hierarchy design; instruction-level parallelism (ILP), pipelining, superscalar processors, hardware multithreading; thread-level parallelism (TLP), multiprocessors, cache coherency; clusters; introduction to shared-memory and message-passing parallel programming; data-level parallelism (DLP), GPU architectures.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: ELEC 371, ELEC 274 or CISC 221 Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""computer architecture"", ""instruction set design"", ""memory hierarchy"", ""parallelism"", ""multiprocessors""]","ELEC 371, ELEC 274, CISC 221"
ELEC 471,Safety Critical Software Engineering,3.5,4.0,"Methods and tools for software engineering in safety-critical systems. This is a project-based course where students develop software for a safety-critical real-time system from requirements. Topics include model-based design, hazard analysis, requirements tracing, real-time scheduling, code coverage analysis, coding standards, and formal verification.
(Lec: 3, Lab: 0.5, Tut: 0)",Prerequisites: ELEC 279 or CMPE 212 Corequisites: Exclusio,Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""software engineering"", ""safety-critical"", ""model-based design"", ""real-time scheduling"", ""formal verification""]","ELEC 279, CMPE 212"
ELEC 472,Artificial Intelligence,3.5,4.0,"Fundamental concepts and applications of intelligent and interactive system design and implementation. Topics include: problem formulation and experiment design, search techniques and complexity, decision making and reasoning, data acquisition, data pre-processing (de-noising, missing data, source separation, feature extraction, feature selection, dimensionality reduction), supervised learning, unsupervised learning, and swarm intelligence.
(Lec: 3, Lab: 0.5, Tut: 0)","Prerequisites: ELEC 278 or MREN 178, ELEC 326 or permission of the instructor Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,Ali Etemad,"[""intelligent systems"", ""interactive design"", ""data pre-processing"", ""supervised learning"", ""swarm intelligence""]","ELEC 278, MREN 178, ELEC 326"
ELEC 473,Cryptography and Network Security,3.0,4.0,"Cryptography topics include: block ciphers, advanced encryption standard, public key encryption, hash functions, message authentication codes, digital signatures, key management and distribution, and public-key infrastructure. Network security topics include: user authentication, network access control, Kerberos protocol, transport layer security (TLS), IP security (IPSec), electronic mail security, and wireless network security.
(Lec: 3, Lab: 0, Tut: 0)","Prerequisites: ELEC 373 or CISC 435, ELEC 270 or CISC 102 or permission of instructor Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""cryptography"", ""network security"", ""public key encryption"", ""TLS"", ""IPSec""]","ELEC 373, CISC 435, ELEC 270, CISC 102"
ELEC 474,Machine Vision,3.5,4.0,"Image acquisition and representation, histogramming, spatial- and frequency-domain filtering, edge detection, motion segmentation, color indexing, blob detection, interest operators, feature extraction, camera models and calibration, epipolar geometry and stereovision. The lab and assignments will emphasize practical examples of machine vision techniques to industrial and mechatronic applications.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: ELEC 278 or CISC 235 or MREN 178 Corequisites: Exclusions: CMPE 457,Smith Engineering,,,"[""CMPE 457""]",,Electrical Engineering,ELEC,,"[""machine vision"", ""image processing"", ""edge detection"", ""stereovision"", ""industrial applications""]","ELEC 278, CISC 235, MREN 178"
ELEC 475,Computer Vision with Deep Learning,3.5,4.0,"Deep learning methods are highly effective at solving many problems in computer vision. This course serves as an introduction to these two areas and covers both the theoretical and practical aspects required to build effective deep learning-based computer vision applications. Topics include classification, convolutional neural networks, object detection, encoder-decoders, segmentation, keypoint and pose estimation, generative adversarial networks, and transformers. Labs and assignments will emphasize practical implementations of deep learning systems applied to computer vision problems.
(Lec: 3, Lab: 0.5, Tut: 0)",Prerequisites: ELEC 292 or (MREN 203 and MREN 223) Corequisites: Exclusions: CISC 473,Smith Engineering,,,"[""CISC 473""]",,Electrical Engineering,ELEC,,"[""deep learning"", ""computer vision"", ""convolutional neural networks"", ""object detection"", ""transformers""]","ELEC 292, MREN 203, MREN 223"
ELEC 476,Software Engineering for Social Good,3.5,4.0,"This course is centered around developing user-centric software solutions for societal benefit. Students will create user-centric software using target population research, building personas, software development, and evaluation of a software solution. The focus will be on creating an inclusive software solution for two slices of the population (one marginalized by current software, and one that is not). The chosen project will address one or multiple of the United Nations Sustainable Development Goals (SDGs). Topics include persona lifecycle, prototyping (both low and high fidelity), software engineering methodologies, Unified Modeling Language (UML), object-oriented design patterns, methods for evaluating the usability and inclusiveness of software solutions, and an introduction to empirical software engineering.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: ELEC 279 Corequisites: Exclusio,Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""user-centric software"", ""inclusive design"", ""prototyping"", ""UML"", ""SDGs""]",ELEC 279
ELEC 477,Distributed Systems,3.0,4.0,"Client/server architectures, multicasting, real-time distributed protocols, naming and name services, fault tolerance, security, and embedded-systems considerations.
(Lec: 3, Lab: 0, Tut: 0)","Prerequisites: ELEC 373, ELEC 377 Corequisites: Exclusions: CMPE 434",Smith Engineering,,,"[""CMPE 434""]",,Electrical Engineering,ELEC,,"[""client/server"", ""multicasting"", ""fault tolerance"", ""security"", ""embedded systems""]","ELEC 373, ELEC 377"
ELEC 481,Applications of Photonics,3.0,4.0,"Overview of light-matter interaction, design of optical waveguides, modeling of photonic devices, light propagation in periodic and subwavelength structures. Applications of photonics in LIDAR for autonomous vehicles, design of optical phased array, design of holography, medical imaging and sensing, optoelectronics and renewable energy.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: ELEC 381 Corequisites: Exclusio,Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""photonics"", ""optical waveguides"", ""LIDAR"", ""holography"", ""medical imaging""]",ELEC 381
ELEC 483,Microwave and RF Circuits and Systems,4.25,4.0,"This course introduces the analysis and design of microwave components and systems. Topics include: modeling of high frequency circuits; transmission lines; scattering parameters; impedance matching; passive microwave components; amplifiers, mixers and oscillators; noise in receivers; elemental antennas and simple and phased arrays; communication links - microwave land, cellular and satellite systems; performance and link budget analysis. The laboratory work is design oriented and implements the lecture material.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0.75, Tut: 0.5)","Prerequisites: ELEC 353, ELEC 381 or ENPH 431 Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""microwave"", ""transmission lines"", ""scattering parameters"", ""phased arrays"", ""link budget""]","ELEC 353, ELEC 381, ENPH 431"
ELEC 486,Fiber Optic Communication,3.75,4.0,"This course introduces fundamental principles and applications of fiber optic communication systems. Topics include Fabry-Perot and distributed feedback semiconductor lasers, planar dielectric waveguides, propagation characteristics of single-mode optical fibers, p-i-n and avalanche photodiodes, and digital receiver performance. Device technology and system design applications are considered.
(Lec: 3, Lab: 0.25, Tut: 0.5)",Prerequisites: ELEC 381 or ENPH 431 Corequisites: Exclusio,Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""fiber optic"", ""semiconductor lasers"", ""waveguides"", ""photodiodes"", ""digital receiver""]","ELEC 381, ENPH 431"
ELEC 490,Electrical Engineering Project,7.0,4.0,"Students work in groups of three on the design and implementation of electrical engineering projects, with the advice of faculty members. This course is intended to give students an opportunity to practice independent design and analysis. Each group is required to prepare an initial engineering proposal, regular progress reports, and a final report together with a formal seminar on the project and its results.
K7(Lec: Yes, Lab: Yes, Tut: Yes)","Prerequisites: ELEC 324, ELEC 326, ELEC 353, ELEC 371, ELEC 372, ELEC 381, ELEC 390, or permission of the department Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""design"", ""implementation"", ""engineering projects"", ""proposal"", ""seminar""]","ELEC 324, ELEC 326, ELEC 353, ELEC 371, ELEC 372, ELEC 381, ELEC 390"
ELEC 491,Advanced ECE Thesis I,6.0,4.0,"Students will be assigned individual Research Topics. Students must work under the supervision of a faculty member. Grade will be based on the progress in arriving at a solution to the assigned problem.
COURSE DELETED 2021-2022
(Lec: 0, Lab: 6, Tut: 0)",Permission of Thesis Superviso,Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""research"", ""supervision"", ""faculty"", ""progress"", ""solution""]",
ELEC 492,Advanced ECE Thesis II,6.0,4.0,"The students continue working on their assigned problems in ELEC 491 under the supervision of the same faculty member. Upon completion of their thesis, students must give oral and written presentations. Grades will be based on the quality of the analysis of the problem, the proposed solution, and written and oral presentations. Demonstration of effective written and oral communications skills is required.
COURSE DELETED 2021-2022
(Lec: 0, Lab: 6, Tut: 0)",Prerequisites: ELEC 491 Corequisites: Exclusio,Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""thesis"", ""oral presentation"", ""written presentation"", ""analysis"", ""communication""]",ELEC 491
ELEC 497,Research Project,3.5,4.0,"The student works on a research project under the supervision of a faculty member. A research problem is formulated and the problem is contextualized within the discipline. The student does a current literature review, and explores in detail a solution to the research problem. Subject to Department approval.
K3.5(Lec: No, Lab: No, Tut: No)","Prerequisites: Completion of 3rd-year core courses in the Electrical Engineering, or the Computer Engineering program. Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""research project"", ""literature review"", ""solution"", ""discipline"", ""faculty""]",
ELEC 498,Computer Engineering Project,7.0,4.0,"Students work in groups of three on the design and implementation of computer engineering projects, with the advice of faculty members. This course is intended to give students an opportunity to practice independent design and analysis. Each group is required to prepare an initial engineering proposal, regular progress reports, and a final report together with a formal seminar on the project and its results.
K7(Lec: Yes, Lab: Yes, Tut: Yes)","Prerequisites: ELEC 326, ELEC 371, ELEC 374, ELEC 377, ELEC 390, CMPE 223 (CISC 223) or CMPE 320 (CISC 320), or permission of the department Corequisites: Exclusio",Smith Engineering,,,[],,Electrical Engineering,ELEC,,"[""design"", ""implementation"", ""computer engineering"", ""proposal"", ""seminar""]","ELEC 326, ELEC 371, ELEC 374, ELEC 377, ELEC 390, CMPE 223, CMPE 320"
ENCH 211,Main Group Chemistry,4.75,2.0,"An introduction to chemistry of main group inorganic and organic compounds with the use of fundamental quantum mechanics, molecular orbital diagrams and Lewis structures to describe the structure and bonding. The stereochemistry and chirality of organic compounds, solid-state inorganic chemistry, and descriptive chemistry of compounds of the main group elements will be covered. The laboratory will introduce skills in inorganic and organic synthesis.
(Lec: 3, Lab: 1.5, Tut: 0.25)","Prerequisites: APSC 131, APSC 132 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""chemistry"", ""quantum mechanics"", ""molecular orbital"", ""stereochemistry"", ""synthesis""]","APSC 131, APSC 132"
ENCH 212,Principles of Chemical Reactivity,4.0,2.0,"An introduction to the kinetics and mechanisms of reactions in gaseous and condensed phases, including acid-base and nucleophilic substitution reactions at carbon and other main group centers. Other topics will include molecular dynamics and reactions in solution. The laboratory illustrates measurement techniques and develops laboratory skills
(Lec: 3, Lab: 0.75, Tut: 0.25)","Prerequisites: APSC 111, APSC 112, APSC 131, APSC 132 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,Jason Vlahakis,"[""kinetics"", ""acid-base"", ""nucleophilic substitution"", ""molecular dynamics"", ""solution""]","APSC 111, APSC 112, APSC 131, APSC 132"
ENCH 213,Introduction to Chemical Analysis,4.75,2.0,"Introduction to analytical chemical methods and science. Topics include statistical analysis of data, titrations and equilibrium theory, spectrophotometry and instrumental elemental analysis.
(Lec: 3, Lab: 1.5, Tut: 0.25)","Prerequisites: APSC 131, APSC 132 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""analytical chemistry"", ""statistics"", ""titrations"", ""spectrophotometry"", ""elemental analysis""]","APSC 131, APSC 132"
ENCH 222,Methods of Structure Determination,3.75,2.0,"A survey of practical spectroscopic and spectrometric methods for the determination of the structures of organic and inorganic compounds. Methods will include nuclear magnetic resonance, electronic, infrared/ Raman spectroscopy, and mass spectrometry. Tutorials will involve solving compound structures using spectroscopic data, and include an introduction to computational methods in spectroscopy.
(Lec: 3, Lab: 0, Tut: 0.75)","Prerequisites: APSC 131, APSC 132 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""spectroscopy"", ""NMR"", ""mass spectrometry"", ""computational methods"", ""structure determination""]","APSC 131, APSC 132"
ENCH 245,Applied Organic Chemistry I,4.75,2.0,"A survey of organic functional group reactivity from a mechanistic perspective, including substitution, addition, elimination, rearrangement and redox reactions; extensive use of examples from industrial process chemistry. The laboratory provides experience in organic synthesis, including the preparation, purification and characterization of organic compounds.
(Lec: 3, Lab: 1.5, Tut: 0.25)","Prerequisites: ENCH 211, ENCH 212 Corequisites: Exclusions: CHEM 223",Faculty of Arts and Science,,,"[""CHEM 223""]",,Engineering Chemistry,ENCH,"Andrew Evans, Jason Vlahakis","[""organic"", ""functional group"", ""mechanistic"", ""synthesis"", ""industrial""]","ENCH 211, ENCH 212"
ENCH 311,Mechanistic Organic Chemistry,3.5,3.0,"Fundamental mechanistic concepts of organic reactions, structure activity relationships, solvent effects and catalysis. Mechanistic aspects of substitution, addition, elimination and pericyclic reactions.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: ENCH 245 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""mechanistic"", ""organic"", ""substitution"", ""addition"", ""elimination""]",ENCH 245
ENCH 312,Transition Metal Chemistry,3.5,3.0,"Introduction to the chemistry, bonding and structures of coordination compounds of the transition metals; transition metals in the solid state and in biological systems; industrial and environmental aspects of transition metal chemistry.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: ENCH 211 (CHEM 211) Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""coordination"", ""transition metals"", ""biological"", ""industrial"", ""environmental""]","ENCH 211, CHEM 211"
ENCH 313,Quantum Mechanics,3.5,3.0,"Elementary principles and applications of wave mechanics with special reference to molecular orbitals and chemical bonding.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: CHEE 210, MTHE 225 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""wave mechanics"", ""molecular orbitals"", ""chemical bonding"", ""quantum"", ""principles""]","CHEE 210, MTHE 225"
ENCH 321,Instrumental Chemical Analysis,3.0,3.0,"Overview of instrumental methods of chemical analysis. Topics include gas and liquid chromatography, mass spectrometric detection, new separations methods, electrochemical analysis, inductively coupled plasma-based elemental analysis.
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: CHEE 270 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""instrumental"", ""chromatography"", ""mass spectrometry"", ""electrochemical"", ""analysis""]",CHEE 270
ENCH 322,The Chemical Bond: Computation and Spectroscopy,3.5,3.0,"The application of quantum mechanics to the structures and internal motions of molecules. The foundations of electronic, vibrational, rotational and NMR spectroscopy will be discussed together with their applications.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: ENCH 313 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""quantum mechanics"", ""spectroscopy"", ""NMR"", ""vibrational"", ""electronic""]",ENCH 313
ENCH 323,Biological Chemistry,3.0,3.0,"Introduction to the chemical basis of biological systems and biomolecules; protein structure and synthesis, enzyme catalysis, nucleic acids (DNA, RNA), carbohydrates, membranes, cell signalling, biosynthetic and metabolic pathways.
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: CHEE 342 or CHEE 324 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""biological"", ""proteins"", ""enzymes"", ""DNA"", ""metabolism""]","CHEE 342, CHEE 324"
ENCH 326,Environmental and Green Chemistry,3.0,3.0,"The first part examines chemical contaminants in the atmosphere, water, soils and sediments, including sources, behaviour, transport, and distribution among these environments. The second part introduces Green chemistry, examining industrial sources of contaminants and the modification of industrial processes in order to minimize environmental impact.
(Lec: 3, Lab: 0, Tut: 0)","Prerequisites: ENCH 211, ENCH 212, ENCH 245 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""environmental"", ""contaminants"", ""green chemistry"", ""industrial"", ""pollution""]","ENCH 211, ENCH 212, ENCH 245"
ENCH 397,Experimental Chemistry,7.0,3.0,"Laboratory course introducing modern experimental methods in chemistry, including synthesis, analytical instrumentation and computational methods. The integration of several methods will be emphasized in the synthesis and characterization of molecules.
DELETED 2024-2025
(Lec: 3, Lab: 0.5, Tut: 0)",Prerequisites: At least 6 units at the 200-level in ENCH/CHEM or permission of the Department. Corequisites: At least 3 units at the 300-level in ENCH/CHEM or permission of the Department. Exclusio,Smith Engineering,,At least 3 units at the 300-level in ENCH/CHEM or permission of the Department.,[],,Engineering Chemistry,ENCH,,"[""laboratory"", ""synthesis"", ""analytical"", ""computational"", ""characterization""]",
ENCH 398,Experimental Chemistry I,3.5,3.0,"Laboratory course. In consultation with the course coordinator, and subject to availability, students may select experiments as are relevant to their degree program including synthesis, analytical instrumentation and computational methods. The integration of several methods will be emphasized in the design and characterization of molecules.
DELETED 2024-2025
(Lec: 0, Lab: 3, Tut: 0.5)","Prerequisites: (ENCH 211 or ENCH 212), ENCH 222, ENCH 245 Corequisites: At least 3 units at the 300-level in ENCH/CHEM or permission of the Department. Exclusio",Faculty of Arts and Science,,At least 3 units at the 300-level in ENCH/CHEM or permission of the Department.,[],,Engineering Chemistry,ENCH,,"[""laboratory"", ""synthesis"", ""analytical"", ""computational"", ""design""]","ENCH 211, ENCH 212, ENCH 222, ENCH 245"
ENCH 399,Experimental Chemistry II,3.5,3.0,"Laboratory course. In consultation with the course coordinator, and subject to availability, students may select experiments as are relevant to their degree program including synthesis, analytical instrumentation and computational methods. The integration of several methods will be emphasized in the design and characterization of molecules.
(Lec: 0, Lab: 3, Tut: 0.5)","Prerequisites: (ENCH 211 or ENCH 212), ENCH 222, ENCH 245. Corequisites: At least 3 units at the 300-level in ENCH/CHEM Exclusio",Faculty of Arts and Science,,At least 3 units at the 300-level in ENCH/CHEM,[],,Engineering Chemistry,ENCH,,"[""laboratory"", ""synthesis"", ""analytical instrumentation"", ""computational methods"", ""molecular characterization""]","ENCH 211, ENCH 212, ENCH 222, ENCH 245"
ENCH 411,Advanced Analytical Chemistry,3.0,4.0,"A discussion of recent advances in analytical chemistry and its applications to the environmental, materials and biomedical fields. At least four topics will be covered from sample preparation, separation methods, multidimensional chromatography, elemental spectroscopy, mass spectroscopy, and surface analysis methods. Additional topics will be selected from the current literature.
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: ENCH 213 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""analytical chemistry"", ""environmental"", ""materials"", ""biomedical"", ""spectroscopy""]",ENCH 213
ENCH 412,Statistical Mechanics,3.0,4.0,"The fundamentals of statistical mechanics with applications to thermodynamic properties of gases, liquids and solids and to chemical equilibrium in dilute gases.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: ENCH 313 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""statistical mechanics"", ""thermodynamic properties"", ""gases"", ""liquids"", ""solids""]",ENCH 313
ENCH 413,Computational Chemistry,3.0,4.0,"The application of quantum mechanics to chemical structures, energetics, internal motions of molecules, and chemical reactions. An introduction to the use of modern electronic structure software in chemistry.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: ENCH 313 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""quantum mechanics"", ""chemical structures"", ""molecular motions"", ""electronic structure"", ""chemical reactions""]",ENCH 313
ENCH 414,Catalysis,3.0,4.0,"An advanced treatment of the concepts and applications of catalysis, including the kinetics of catalysis and topics selected from the areas of homogeneous, heterogeneous, and biocatalysis.
(Lec: 3, Lab: 0, Tut: 0)","Prerequisites: ENCH 245, ENCH 312 Corequisites: Exclusio",Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""catalysis"", ""kinetics"", ""homogeneous"", ""heterogeneous"", ""biocatalysis""]","ENCH 245, ENCH 312"
ENCH 415,Electrochemistry and Electrocatalysis,3.0,4.0,"The course covers concepts of equilibrium electrochemistry and examines the structure of the electrode-solution interface. It discusses the basics of electron transfer and derives electrochemical kinetics equations. It shows examples of several electrochemical reactions and overviews experimental methods used to study electrochemical phenomena.
DELETED 2024-2025
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: CHEE 210 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""electrochemistry"", ""electrode-solution interface"", ""electron transfer"", ""electrochemical kinetics"", ""experimental methods""]",CHEE 210
ENCH 417,Research Project,9.0,4.0,"In this course, projects will be assigned requiring design and synthesis in the solution of problems in engineering chemistry, using principles and concepts discussed in previous courses. Originality and innovation are encouraged. Students are required to significantly contribute to the design of original experiments, and independently analyze, interpret and communicate the results, both orally and in writing.
(Lec: 0, Lab: 9, Tut: 0)",Prerequisites: ENCH 397 or ENCH 398 or ENCH 399 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""design"", ""synthesis"", ""original experiments"", ""analysis"", ""communication""]","ENCH 397, ENCH 398, ENCH 399"
ENCH 421,Advanced Methods in Physical Chemistry,3.0,4.0,"Modern spectroscopic methods for the structural and electronic characterization of molecules will be discussed, including: NMR, X-ray and synchrontron-based spectroscopies, laser spectroscopy, surface spectroscopic methods, and scanning probe methods.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: ENCH 313 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""spectroscopic methods"", ""NMR"", ""X-ray"", ""laser spectroscopy"", ""surface spectroscopy""]",ENCH 313
ENCH 422,Synthetic Organic Chemistry,3.5,4.0,"Modern synthetic methods in organic chemistry. Principles of strategy in
planning organic syntheses based on simple classifications of reagents and reactions, and on the control of stereochemistry.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: CHEE 324 Corequisites: Exclusio,Faculty of Arts and Science,,,[],,Engineering Chemistry,ENCH,,"[""organic synthesis"", ""reagents"", ""reactions"", ""stereochemistry"", ""synthetic methods""]",CHEE 324
