,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended
2441,4,WRIT 235,Writing in the Community,6.00,"An interdisciplinary course that uses experiential learning to develop specialized writing skills. Students will complete a writing project with a local organization. Written and oral work will facilitate individual reflection on the placement experience. In-class components will develop critical thinking, editing, and research skills.",Prerequisite WRIT 120/3.0 or WRIT 125/3.0 or 3.0 units from ENGL 111 - ENGL 162.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Demonstrate a sense of social responsibility as they reflect on their role and experiences as writers in a community.
Identify key aspects of various rhetorical contexts and the expectations of their audiences, and respond to those aspects in their own writing.
Identify and use the formats required by various genres of writing.
Use a writing style that is effective in terms of clarity, coherence, rhetorical sophistication, and grammatical correctness.",WRIT 120/3.0 or WRIT 125/3.0 or 3.0 units from ENGL 111 - ENGL 162.,,,
2442,5,WRIT 240,Writing for Social Media and the Web,3.00,"Students are introduced to professional writing in the context of online media. As students write and critically assess writing in the genres of blog entries, Twitter essays, and other forms of social media, they strengthen writing and editing skills, write according to purpose and audience, and recognize various styles in social media writing.
NOTE Only offered online, consult Arts and Science Online.",Prerequisite WRIT 120 or WRIT 125.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Apply rhetorical modes of persuasion, definition and analysis to create communications that develop, maintain and increase readership
Create visually appealing documents and interfaces
Critique and revise website content so it is relevant and appropriate for particular audiences and purposes
Evaluate forms of web-based writing to assess how effectively they meet the needs of a variety of online audiences
Identify and correct grammatical errors
Recognize, adopt and adapt conventions of social media writing to meet the requirements of the genre and the needs of a variety of audiences",WRIT 120 or WRIT 125.,,,
2443,6,WRIT 250,Writing in Business Contexts,3.00,"A focus on the principles of business writing. Students analyze workplace contexts and identify writing strategies best suited to address business problems. Students research, organize, design, and create reader-centred documents and various electronic and print texts that relate to practical situations they will encounter in the business world.
NOTE Only offered online, consult Arts and Science Online.",Prerequisite (WRIT 120 or WRIT 125) or permission of the Instructor.,Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Conceptualize, draft, and revise documents of various length, detail, and visual design that incorporate elements of business writing
Create documents using various rhetorical modes such as persuasion, definition, and analysis
Identify and apply aspects of business writing to set objectives, conduct relevant research, plan documents, and communicate ideas to resolve problems and achieve outcomes
Participate in online collaboration and communication as a way to peer-edit written submissions
Practice critical thinking when selecting a writing style and format best suited for the purpose and audience",(WRIT 120 or WRIT 125) or permission of the Instructor.,,,
2444,7,WRIT 265,Editing in Academic and Professional Contexts,3.00,"This course introduces the levels of editing - substantive, stylistic, and copyediting - and how to apply these skills to academic and professional documents such as reports, essays, articles, and newsletters. The course will give students the tools both to revise their own work and to edit the work of others for greater clarity.
NOTE Only offered online, consult Arts and Science Online.","Prerequisite (WRIT 120 or WRIT 125 or ENGL 100) or permission of the Instructor. Note A 100-level course with a writing component such as (DRAM, ENGL,FILM,HIST,PHIL,POLS,SOCY) can be used a prerequisite for this course, contact the Instructor for permission to enrol.",Offering Faculty: Faculty of Arts and Science,"Course Learning Outcomes:
Describe the three main levels of editing -- structural, stylistic, and copy editing -- and the purposes of each in the publishing process
Edit documents in different genres as appropriate for the intended audience
Identify and correct common errors in grammar, punctuation, and usage
Restructure a document to achieve a coherent organization and logical progression of ideas for a specific audience
Revise sentences, paragraphs, and passages to resolve ambiguities, ensure logical connections, and clarify meaning
Write clear, respectful, and diplomatic queries and comments for the appropriate person (author, managing editor, peer, instructor)","(WRIT 120 or WRIT 125 or ENGL 100) or permission of the Instructor. Note A 100-level course with a writing component such as (DRAM, ENGL,FILM,HIST,PHIL,POLS,SOCY) can be used a prerequisite for this course, contact the Instructor for permission to enrol.",,,
2445,8,WRIT 275,Analytical Writing,3.00,"An interdisciplinary course on analytical writing, applying selected principles of rhetoric and linguistics. Collaborative exercises and peer-edited essays are supplemented by critical reading of diverse articles and narratives. Enrolment is limited.",Prerequisite WRIT 175 or permission of the Instructor.,Offering Faculty: Faculty of Arts and Science,,WRIT 175 or permission of the Instructor.,,,
2446,0,APSC 100,Engineering Practice 1,9.00,"This course introduces fundamental professional engineering skills and provides an opportunity to apply engineering science and mathematics content in situations emulating professional practice. It consists of three modules: Module 1. Problem analysis and modeling; Module 2. Experimentation and measurement; Module 3: Engineering design. The course provides an introduction to personal learning styles, team dynamics, oral and written presentation skills, laboratory data collection, analysis and presentation, project management, information management, problem analysis and modeling, numeric computation, economics, design methodologies, and workplace safety.
NOT OFFERED 2024-2025
K9(Lec: Yes, Lab: Yes, Tut: Yes)",nan,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
CLOs coming soon; please refer to your course syllabus in the meantime.",,,,
2447,1,APSC 101,Engineering Design & Practice,3.20,"This course develops the ability to conceive, design, and implement solutions in an engineering context via team-based design projects. It develops complex problem solving, teaming, critical thinking, and communication skills, and provides guidance in incorporating safety, ethical, economic, and social factors in engineering problem solving. Examples and project topics are chosen to complement instruction in other first year courses, specifically including programming and graphics. This course is integrated with APSC 199, and coordinated by the same instructors.
K3.2(Lec: Yes, Lab: No, Tut: Yes)",Prerequisites: Corequisites: APSC 199 Exclusions: APSC 100,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Create and use quantitative models to analyze systems
Define and deconstruct a complex engineering problem. 
Generate and evaluate multiple alternatives, supporting chosen approach.
Design, implement, and evaluate a simple prototype.
Evaluate performance of design relative to specifications and theoretical predictions.
Identify, organize, and critically evaluate information from an appropriate range of sources.
Takes initiative to plan, organize, and complete task as an individual and team member, in order to meet goals.
Seek and integrate diverse and alternative viewpoints, including Indigenous perspectives where applicable, in decision-making.
Provides effective feedback to peers.
Produce clear, concise, precise and well-organized written communication with language appropriate for the audience.
Produce graphical elements that are generally well designed, and support the main purpose.
Describes how safety is integral to producing effective solutions from start to finish.
Integrate appropriate standards, codes, legal and regulatory factors throughout design activities.
Incorporate concepts of sustainable design and development into engineering activities.
Identify and resolve potential ethical issues using ethical principles and codes.
Intentionally incorporate principles of fairness, access and opportunity into decision making.
Evaluate and reflect on own knowledge, skills and learning.",,APSC 199,APSC 100,
2448,2,APSC 102,Experimentation,2.00,"This course introduces concepts of planning and designing experiments to determine or measure particular system characteristics. The course content includes laboratory data collection, error analysis, data analysis and visualization, lab safety, occupational hazards, and the design of experimental investigation for simple systems.
K2(Lec: No, Lab: Yes, Tut: Yes)",Prerequisites: Corequisites: Exclusions: APSC 100,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Appraises the validity of conclusion relative to the degrees of error and limitations of theory and measurement.
Designs investigations involving information and data gathering, analysis, and/or experimentation.
Follows safety protocol in a laboratory environment.
Generates ideas and working hypothesis when presented a research question.
Synthesizes data and information to reach conclusion.
Uses basic experimental equipment.",,,APSC 100,
2449,3,APSC 103,Engineering Client-based Design Project,3.50,"This client-based team design project develops skills including design, project management, technical communications, and professionalism in an experience emulating professional practice. Students work in teams to define problems, gather and identify appropriate information, work effectively with teammates, generate ideas, select ideas, and implement a solution to a problem presented by a client.
K3.5(Lec: Yes, Lab: No, Tut: Yes)",Prerequisites: APSC 101 Corequisites: Exclusions: APSC 100,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Work effectively and harmoniously with different learning styles and personalities.
Apply project management principles and concepts (budgeting time and money, project planning, organizing meetings) to planning, implementing and delivering a client project.
Develop a process that follows established design principles, to generate a solution to a practical problem provided by a client.
Apply principles of science, math and engineering to analyze and generate solutions to complex problems.
Locate, evaluate, and effectively use information in technical communications.
Communicates concisely, articulately and effectively using a variety of mediums (Technical writing, Presentations, Graphics, Formal and Informal communications).
Broadly describe the roles of an engineer and their responsibility and impact on society.",APSC 101,,APSC 100,
2450,4,APSC 111,Physics I,3.30,"This course is an introduction to Newtonian mechanics in the context of engineering applications. Lecture topics are: vectors, motion of a particle, particle dynamics, work and energy, statics and dynamics of rigid bodies, conservation of energy, momentum, and collisions.
(Lec: 2.8, Lab: 0, Tut: 0.5)",Prerequisites: APSC 101 Corequisites: Exclusions: APSC 100,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Utilize and apply vector quantities in components or magnitude and direction, including scalar and vector products.
Apply first principles of kinematics to determine the motion in 1, 2 and 3 dimensions of pointlike objectsApply the concept of relative velocity, and vector addition of motion.
Calculate and describe behaviour of rotating objects in a plane through rotational kinematics, including the concept of centripetal acceleration.
Determine the resultant acceleration due to forces using free body diagrams, and work with specific forces such as springs, gravity and friction.
Compute work done by a force, and describe the consequent changes in kinetic energyIdentify conservative forces and their effect on potential energy, and apply first principles to solve dynamics problems using conservation of energy principles.
Describe the concepts linear impulse and linear momentum, and conservation of linear momentum, and apply these principles to calculate the motion of (pointlike) objects undergoing elastic and inelastic collisions.
Determine the centre of mass of a system, for both discrete points and distributed objects.
Analyze the dynamics of rigid bodies rotating in a plane referencing the concepts of torque and rotational kinetic energyCalculate the moment of inertia of rigid bodies, and translate it using the parallel axis theorem.
Describe and calculate mechanical equilibrium of a system using first principles (sum of forces and torques) to solve two-dimensional statics problems.",APSC 101,,APSC 100,
2451,5,APSC 112,Physics II,3.30,"This course continues from APSC 111 to introduce electricity and further develop fundamental ideas of mechanics in the context of engineering applications. Lecture topics include: oscillations and waves, electric charge, electrical current and resistance, EMF, D.C. circuits and electrical measurements, electric field and potential, magnetic fields and their origin, and electromagnetic induction.
(Lec: 2.8, Lab: 0, Tut: 0.5)",Prerequisites: APSC 111 and APSC 171 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Calculate and describe the motion of systems in simple harmonic motion such as mass-spring systems and simple pendulums.
Describe and calculate the motion of transverse and longitudinal waves, and work with basic wave phenomena such as superposition, reflection, standing waves, beats and the Doppler effect.
Calculate the electric field due to discrete charges and, using integrals calculate the electric fields due to continuous charge distributions.
Calculate electric potential energy and electric potential for discrete and continuous charge distributions.
Understand the behaviour of current in circuits, and calculate currents and potentials in simple DC circuits.
Understand and describe magnetic fields. Calculate forces and torques on particles and loops in a magnetic field.
Understand the sources of magnetic fields, and calculate the magnetic fields produced by current carrying wires.
Understand and describe magnetic induction, and calculate electromotive forces in circuits due to changing magnetic flux.",APSC 111 and APSC 171,,,
2452,6,APSC 114,Electricity and Magnetism,3.30,"This course continues from APSC 111 to introduce electricity and further develope fundamental ideas of mechanics in the context of engineering applications. Leture topics include: oscillations and waves, electric charge, electrical current and sestance, EMF, D.C. circuits and electrical measurements, electric field and potential, magnetic fields and their origin, and electromagnetic induction.
(Lec: 2.8, Lab: 0, Tut: 0.5)",Prerequisites: APSC 111 and APSC 171 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Calculate and describe the motion of systems in simple harmonic motion such as mass-spring systems and simple pendulums.
Describe and calculate the motion of transverse and longitudinal waves, and work with basic wave phenomena such as superposition, reflection, standing waves, beats and the Doppler effect.
Calculate the electric field due to discrete charges and, using integrals calculate the electric fields due to continuous charge distributions.
Calculate electric potential energy and electric potential for discrete and continuous charge distributions.
Understand the behaviour of current in circuits, and calculate currents and potentials in simple DC circuits.
Understand and describe magnetic fields. Calculate forces and torques on particles and loops in a magnetic field.
Understand the sources of magnetic fields, and calculate the magnetic fields produced by current carrying wires.
Understand and describe magnetic induction, and calculate electromotive forces in circuits due to changing magnetic flux.",APSC 111 and APSC 171,,,
2453,7,APSC 115,Physics I,3.50,"This course is an introduction to Newtonian mechanics in the context of engineering applications. Concepts presented include the motion of a particle, particle dynamics, work and energy, conservation of energy, momentum and collisions, and statics and dynamics of rigid bodies.
(Lec: 3, Lab: No, Tut: 0.5)",Prerequisites: Approval of Associate Dean (Academic) Corequisites: Exclusions: APSC 111,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
CLOs coming soon; please refer to your course syllabus in the meantime.",Approval of Associate Dean (Academic),,APSC 111,
2454,8,APSC 131,Chemistry of Engineering Materials and Processes,3.30,"This course introduces engineering materials and process thermodynamics, with particular emphasis on the central role of chemistry in society's pursuit of the United Nations Sustainable Development Goals. The first unit focuses on structure / property relationships of engineering materials such as metals, semiconductors, ceramics, glasses and polymers. In addition to mechanical properties, specific attributes such as conductivity, photovoltaic activity, viscoelasticity and chemical stability are examined in the context of engineering design decisions. The pressure-volume-temperature dependences of liquid and gas phase properties are also studied. The second unit focuses on the 1st and 2nd laws of thermodynamics as they relate to engineering processes involving heat and work. State functions such as internal energy, enthalpy and entropy are used to define efficiency limitations in energy conversion devices such as engines and heat pumps.
(Lec: 2.8, Lab: 0, Tut: 0.5)",Prerequisites: Approval of Associate Dean (Academic) Corequisites: Exclusions: APSC 111,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Categorize groups of elements in the periodic table related to physical properties.
Differentiate between the different structures of atoms and molecules.
Describe molecular interactions in relation to material properties (solids, liquids, gases).
Describe how the chemical structure of crystalline solids (metallic, ionic, covalent, molecular) and amorphous solids (glasses, polymers) lead to their engineering properties.
Apply knowledge of structure/property relationships to select appropriate engineering materials.
Define an appropriate system boundary and apply the 1st Law to closed and open systems.
Use the 2nd laws of thermodynamics to describe processes involving changes in internal energy, enthalpy, and entropy (efficiency in relation to natural systems, spontaneity).
Apply knowledge of the chemistry of natural and engineered systems to solve problems related to society’s pursuit of the United Nations Sustainable Development Goals (SDGs).",Approval of Associate Dean (Academic),,APSC 111,
2455,9,APSC 132,Chemistry of Natural and Engineered Systems,3.30,"This course introduces equilibrium thermodynamics, chemical process dynamics and electrochemistry in the context of sustainable engineering design. The first unit defines Gibbs energy as a means of describing the equilibrium state of multi-phase and reactive systems, including acid/base reactions in aqueous solution. The second unit focuses on the rate and mechanism of chemical reactions as well as the physical processes of heat and mass transfer. The third unit deals with principles of electrochemistry as they apply to corrosion and industrial galvanic / electrolytic cells.
(Lec: 2.8, Lab: 0, Tut: 0.5)",Prerequisites: APSC 131 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Apply knowledge of the chemistry of natural and engineered systems to solve problems related to society’s pursuit of the United Nations Sustainable Development Goals (SDGs).
Describe phase changes of pure substances and binary mixtures using phase diagrams and simple thermodynamic equilibrium equations.
Apply equilibrium thermodynamic concepts to quantify the state of reversible reaction systems, including acid/base and redox processes.
Formulate differential and integrated kinetic rate equations to describe the dynamics of elementary reactions and their sequences.
Identify heat and mass transfer mechanisms and apply appropriate constitutive models (Fick’s Law, Fourier’s Law) to describe diffusive transport.
Describe and apply equilibrium electrochemistry principles, including half-cell reactions, standard cell potentials, and the Nernst equation to describe galvanic and electrolytic cells as well as corrosion phenomena.",APSC 131,,,
2456,10,APSC 135,Introductory Chemistry for Technology Students,4.50,"This course will examine the essential fundamentals of chemistry, as a basis for application to the various fields of engineering, drawing specific applications to current engineering practices in civil, mechanical, chemical, and mining engineering. The course will survey chemical fundamentals including stoichiometry, solution concentration, chemical equilibrium and acid-base equilibria. Physical chemistry content will include thermochemistry, behaviour of gases, chemical kinetics and electrochemistry. Students will explore organic chemistry principles including naming organic compounds, recognizing key organic functional groups, illustrate properties and study typical reactions, while highlighting the acquired knowledge to applied engineering scenarios. Special emphasis will be placed upon data manipulation and interpretation and proposing solutions/engineering designs to real world applications.
(Lec: 4, Lab: 0, Tut: 0.5)","Prerequisites: Approval of Associate Dean (Academic) Corequisites: Exclusions: APSC 131, APSC 132",Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Demonstrate fundamental concepts of chemistry such as stoichiometry, chemical reaction balancing and solution concentration calculations.
Describe the concepts of chemical equilibrium and conduct calculations related to equilibrium constants and reaction quotients. Apply chemical equilibrium to thermodynamic properties.
Classify the relative strength of an acid/base, calculate acid/base ionization constants and examine typical acid base reactions.
Summarize the behaviour of gases, distinguish between various gas laws and use these laws to solve gas related problems.
Explain the laws of thermodynamics, summarize thermodynamic properties of ideal gases, and use these laws to solve mass and energy related problems.
Describe the fundamentals of reaction rates and rate laws.
Define oxidation-reduction reactions and balance redox reactions.
Name various representations of organic compounds structures, determine the differences between various functional groups.
Prepare a letter of intent, improve communication and teamwork abilities, and enhance presentation skills.",Approval of Associate Dean (Academic),,"APSC 131, APSC 132",
2457,11,APSC 141,Introduction to Computer Programming for Engineers 1,1.00,"This course introduces concepts and practice of computer programming. The emphasis is on the design of correct and efficient algorithms, introducing variables, operators, flow control, and conditions. Applications are made to engineering problems.
(Lec: 0.7, Lab: 0.3, Tut: 0)","Prerequisites: Approval of Associate Dean (Academic) Corequisites: Exclusions: APSC 131, APSC 132",Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Describe computational machinery and the relation between computer hardware and software.
Translate complex problems into programmatic flow charts. Convert flow charts into programs.
Declare and initialize variables of various types and apply them within coded expressions translated from symbolic equations.
Translate logical statements to coded conditional statements and create: if, if/else, chained if/else, and switch/case structures.
Construct program sequences as well as achieve looped statements using for, while, and do/while repetition structures.
Analyze real-life engineering problems and create code to achieve solutions while following a systematic approach.
Use proper coding techniques for syntax, indentation, commenting, and variable naming.
Implement debugging strategies to detect, find, and rectify programming errors.",Approval of Associate Dean (Academic),,"APSC 131, APSC 132",
2458,12,APSC 142,Introduction to Computer Programming for Engineers 2,2.30,"This course introduces concepts, theory and practice of computer programming. The emphasis is on the design of correct and efficient algorithms and on programming style, building from APSC 141. Applications are made to engineering problems.
(Lec: 1.5, Lab: 0.8, Tut: 0)",Prerequisites: APSC 141 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Correctly index 1D and 2D arrays for assigning and returning element values.
Declare and initialize strings and utilize string functions to manipulate string elements.
Reproduce simple algorithms for searching and sorting 1D arrays, and arrays of strings.
Utilize pointers to access memory addresses and implement the basics of memory allocation and management.
Simplify programs using functions with pass-by-value and pass-by reference inputs and set variable scopes appropriately.
Analyze real-life engineering problems and create code to achieve solutions while following a systematic approach.
Automate requirements testing by writing effective unit and functional tests.
Identify common insecure coding practices and apply mitigations.
Use proper coding techniques for syntax, indentation, commenting, and variable naming.
Implement debugging strategies to detect, find, and rectify programming errors.",APSC 141,,,
2459,13,APSC 143,Introduction to Computer Programming for Engineers,3.30,"This course introduces concepts, theory and practice of computer programming. Implementation uses microcomputers. The emphasis is on the design of correct and efficient algorithms and on programming style. Applications are made to engineering problems. NOTE: This course is only available to students in the MRE program, and by permission to other students.
K3.3(Lec: Yes, Lab: Yes, Tut: No)",Prerequisites: APSC 141 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Describe computational machinery and the relation between computer hardware and software.
Declare and initialize variables and arrays (1D and 2D) of various types and apply them within coded expressions translated from symbolic equations.
Translate logical statements to coded conditional statements and create: if, if/else, chained if/else, and switch/case structures.
Construct program sequences as well as achieve looped statements using for‚ while, and do/while repetition structures.
Correctly index 1D and 2D arrays for assigning and returning element values.
Declare and initialize strings and utilize string functions to manipulate string elements.
Reproduce simple algorithms for searching and sorting 1D arrays, and arrays of strings.
Utilize pointers to access memory addresses and implement the basics of memory allocation and management.
Simplify programs using functions with pass-by-value and pass-by-reference inputs and set variable scopes appropriately.
Develop functions that can be used recursively to efficiently solve programming problems.
Analyze real-life engineering problems and create code to achieve solutions while following a systematic approach.
Use proper coding techniques for syntax, indentation, commenting, and variable naming.
Implement debugging strategies to detect, find, and rectify programming errors.
Work effectively as a team member to complete an Engineering programming project.",APSC 141,,,
2460,14,APSC 145,Introduction to Computer Programming for Engineers,3.30,"This course introduces concepts, theory and practice of computer programming. Implementation uses microcomputers. The emphasis is on the design of correct and efficient algorithms and on programming style. Applications are made to engineering problems. NOTE: This course is only available to students in the college bridging program.
K3.3(Lec: Yes, Lab: Yes, Tut: No)",Prerequisites: APSC 141 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
CLOs coming soon; please refer to your course syllabus in the meantime.",APSC 141,,,
2461,15,APSC 151,Earth Systems Engineering,3.30,"This course provides an introduction to the complex Earth System (the solid earth, hydrosphere, atmosphere, and biosphere) and our interactions with it. The science behind our exploration and understanding of our planet and its ongoing evolution is explored in combination with the engineering geology of geo-materials, geo-resources, geo-dynamics and geo-risk. The connection between the Earth System and human activity is explored in depth, including local and global-scale impacts of engineering works, geopolitics, and resource issues. Examples of the terrestrial sources of geo-materials used in engineering activities are highlighted along with the technical, social, economic and environmental challenges associated with their life cycle including sustainability, contamination, biodiversity loss, social impact and climate change.
(Lec: 2.8, Lab: 0.5, Tut: 0)",Prerequisites: APSC 141 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Visualize the components of the Earth System and understand the evolution of, and interactions between the Geosphere, Hydrosphere, Atmosphere and Biosphere.
Describe and differentiate processes of change within the mantle, the crust and on surface in the context of Earth History and the Evolution of Life.
Characterize, classify, identify fundamental minerals and igneous rocks (primary materials) and their engineering properties.
Characterize, classify, identify fundamental minerals and igneous rocks (primary materials) and their engineering properties.
Characterize, classify, identify ongoing processes including deformation, tectonics, weathering, erosion, deposition and glaciation and their impacts on the past, current and future.
Associate societal needs with and human impact on the Earth System.
Associate geological processes and history with engineering properties of geo-materials.
Assess challenges related to surficial engineering geology and ongoing geological, processes including groundwater, geotechnical construction, surface mining and natural hazards.
Assess geological challenges related to underground engineering including tunnelling, waste storage and mining.
Associate geological systems with mineral and energy resources and compare impact of key conventional and alternative energy sources.
Explore the complexities of the mineral resource cycle from discovery, to economic assessment, mining, processing, utilization and recycling.
Develop design alternatives based on georisk, environmental impact and earth material availability.
Construct a framework for the life cycle management of engineering materials derived from the Earth.
Classify, Analyze and Interpret geological structure in order to Interpolate and Extrapolate 3D structural model from 2D surficial data.
Assess GeoRisk from natural and constructed hazards involving the Earth System and Earth Materials and provide mitigation options.
Identify the stakeholders in a mining project, and analyze their value systems and objectives. Propose how your analysis could inform technical decision-making.
Describe key concepts in applied sustainability, particularly with respect to engineering design criteria in relation to the Earth System and Society.
Understand and Personify the expectations associated with Engineering Practice.
Follow established procedures and policies for workplace health and safety.
Establish an atmosphere of inclusion and equity within work teams.",APSC 141,,,
2462,16,APSC 161,Engineering Graphics,3.50,"The principal objectives of the course are (1) to develop the student's ability to visualize and communicate three-dimensional shapes and (2) to acquire the skills needed to use computer-aided design software. Topics covered are orthographic projection, isometric sketching, auxiliary and section views as well as dimensioning and working drawings. Computer-aided design software is used to create solid models of the parts and assemblies as well as to generate dimensioned drawings. Students apply their learning in a project where they design their own version of a consumer product. Students learn by hands-on exercises in free-hand sketching and computer-based drawing.
NOT OFFERED 2024-2025
(Lec: 2, Lab: 1.5, Tut: 0)",Prerequisites: APSC 141 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
CLOs coming soon; please refer to your course syllabus in the meantime.",APSC 141,,,
2463,17,APSC 162,Engineering Graphics,2.50,"The principal objectives of the course are (1) to develop the student's ability to visualize and communicate three-dimensional shapes and (2) to acquire the skills needed to use computer-aided design software. Topics covered are orthographic projection, isometric sketching, auxiliary and section views as well as dimensioning and working drawings. Computer-aided design software is used to create solid models of the parts and assemblies as well as to generate dimensioned drawings. Students apply their learning in a project where they design their own version of a consumer product. Students learn by hands-on exercises in free-hand sketching and computer-based drawing.
(Lec: 1.5, Lab: 1, Tut: 0)",Prerequisites: APSC 141 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Sketch freehand orthographic views of object from isometric view.
Sketch freehand an isometric view by visualizing object from orthographic views.
Sketch an auxiliary view from orthographic views.
Sketch freehand a section view from orthographic views.
Demonstrate knowledge of dimensioning, tolerancing, and other drawing conventions.
Demonstrate knowledge of using solid-modelling CAD software.
Design a product satisfying specified constraints.",APSC 141,,,
2464,18,APSC 171,Calculus I,3.30,"Graphs and derivatives of vector-valued functions; related applications. Implicit derivatives and related rate applications. Fundamental Theorem of Calculus, Riemann integral; applications to problems involving areas, volumes, mass, charge, work, etc. Integration by substitution, by parts, and partial fractions. Introduction to second-order differential equations and complex numbers.
K3.3(Lec: Yes, Lab: No, Tut: Yes)",Prerequisites: APSC 141 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Constructs mathematical descriptions or expressions to model a real-world problem.
Uses an appropriate derivative-related tool to solve a mathematical problem that arises from modeling a real-world problem.
Uses an appropriate integral-related tool to solve a mathematical problem that arises from modeling a real-world problem.
Uses an appropriate differential equation solution technique or numerical method to solve a mathematical problem that arises from modeling a real-world problem.
Selects and describes appropriate numerical methods to solve mathematical problems that arise from modeling a real-world problem.
Uses solution to mathematical problems to inform the real-world problem that gave rise to it.",APSC 141,,,
2465,19,APSC 172,Calculus II,3.30,"This course continues calculus concepts from APSC 171, including space curves, speed, and velocity. Functions of several variables, partial derivatives, differentials, error estimates, gradient, maxima and minima. Double and triple integrals, polar and cylindrical coordinates; applications to mass, center of mass, moment. Series, power series; Taylor polynomial approximations, error analysis.
(Lec: 2.8, Lab: 0, Tut: 0.5)",Prerequisites: APSC 171 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Use an appropriate derivative-related method in two or three dimensions to solve a mathematical problem that arises from modeling a real-world problem.
Construct and use power-series representations as alternative function representations and as function approximations.
Use an appropriate integral-related method in two or three dimensions to solve a mathematical problem that arises from modeling a real-world problem.",APSC 171,,,
2466,20,APSC 174,Introduction To Linear Algebra,3.30,"Systems of linear equations; real vectors spaces and subspaces; linear combinations and linear spans; linear dependence and linear independence; applications to systems of linear equations and their solution via Gaussian elimination; bases and dimension of real vector spaces; linear transformations, range, kernel and Rank-Nullity theorem; matrix representation of a linear transformation; composition of linear transformations and matrix multiplication; invertible matrices and determinants; eigenvalues and eigenvectors of square matrices. Applications of the course material to engineering systems are illustrated.
(Lec: 2.8, Lab: 0, Tut: 0.5)",Prerequisites: APSC 171 Corequisites: Exclusio,Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Solve parametrized and unparametrized systems of linear equations using Gaussian elimination and back substitution by applying elementary row operations on an augmented matrix; for parametrized systems also determine the number of solutions as a function of the parameter.
Perform basic matrix algebraic operations (addition, scaling, multiplication), and compute and utilize properties of the determinant of a real n x n matrix (including using it to assess whether a matrix is invertible).
Explain the mathematical concept of a real vector space, and determine whether a given subset of a vector space is a vector subspace by working with both the usual Euclidean space Rn and other vector spaces.
Demonstrate an understanding of linear combination, linear dependence, linear span, basis and dimension by: i) determining whether a given vector in is the linear span of a family of vectors and whether that family of vectors is linearly independent, ii) computing a basis for a given vector space and its dimension.
Define a linear mapping between vector spaces and determine if a given mapping is linear.
Define the kernel and image of a linear mapping, compute them for a given real matrix, and explain how they are related to the column vectors of that matrix.
Define eigenvalues, eigenspaces and eigenvectors for a given vector space endomorphism and compute them for a real n x n matrix.
Prove linear algebraic results for general vector spaces with mathematical reasoning and in precise mathematical language, combining concepts such as vector subspaces, linear span, linear independence, linear mapping, and eigenvalues/eigenspaces/eigenvectors.",APSC 171,,,
2467,21,APSC 175,Calculus II,3.50,"This course reviews topics of Calculus I, including differential and integration methods, to bridge the gap between college-level calculus courses and Calculus II. Students will expand their understanding of calculus principles into multiple variables and dimensions to address engineering challenges. Functions of several variables, partial derivatives, differentials, error estimates, gradients, optimization, and double and triple integrals will be studied in Cartesian, cylindrical, and spherical coordinates for applications in statics, mechanics, transport phenomena, and other physical phenomena relevant to engineering.
(Lec: 3, Lab: No, Tut: 0.5)","Prerequisites: APSC 171, Approval of Associate Dean (Academic) Corequisites: Exclusions: APSC 172, MATH 121, MATH 124",Offering Faculty: Smith Engineering,"Course Learning Outcomes:
Interpret derivative-related methods in one variable to examine engineering phenomena.
Interpret integral-related methods in one variable to examine engineering phenomena.
Develop functions of two or three variables to describe and assess engineering phenomena.
Perform differential operations on functions of two or three variables to examine engineering phenomena.
Apply integral methods for functions of two or three variables to examine engineering phenomena.
Use differential and integration methods to make engineering design choices.","APSC 171, Approval of Associate Dean (Academic)",,"APSC 172, MATH 121, MATH 124",
