natural_language_query,sql_query
show me INUK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INUK'"
what are the CLST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CLST'"
what are the REPD courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'REPD'"
which BLCK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BLCK'"
show me SPAN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SPAN'"
get me SOFT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SOFT'"
MINE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MINE'"
list all PPEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PPEC'"
I want to see RELS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'RELS'"
I need COMP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COMP'"
list all GEOE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GEOE'"
what are the ARTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTH'"
I need APSC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'APSC'"
list all EPID courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'EPID'"
show me ARTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTH'"
I want to see ARTV courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTV'"
show me PPEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PPEC'"
show me GPHY courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GPHY'"
list all COGS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COGS'"
I need ASTR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ASTR'"
get me MOHK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MOHK'"
find all BLCK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BLCK'"
find all PHAR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHAR'"
I want to see GNDS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GNDS'"
get me GRMN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GRMN'"
what are the MECH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MECH'"
I need ENCH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENCH'"
what are the CISC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CISC'"
find all CWRI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CWRI'"
ENGL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENGL'"
I want to see ENCH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENCH'"
list all ECON courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ECON'"
get me MINE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MINE'"
I need PHAR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHAR'"
what are the HEBR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HEBR'"
show me STAT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'STAT'"
I need LANG courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LANG'"
what are the LIBS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LIBS'"
find all MINE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MINE'"
show me NSCI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'NSCI'"
I want to see ASTR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ASTR'"
what are the MUTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MUTH'"
show me REPD courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'REPD'"
find all ARIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARIN'"
CMPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CMPE'"
what are the MOHK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MOHK'"
JWST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JWST'"
I need GREK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GREK'"
DDHT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'DDHT'"
get me FILM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FILM'"
which MNTC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MNTC'"
get me LATN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LATN'"
get me CANC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CANC'"
I want to see ELEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ELEC'"
I want to see JWST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JWST'"
what are the ITLN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ITLN'"
I need SOFT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SOFT'"
I want to see GREK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GREK'"
show me CMPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CMPE'"
I need LLCU courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LLCU'"
I need ARTV courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTV'"
I want to see SOCY courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SOCY'"
get me ENCH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENCH'"
I want to see MINE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MINE'"
which STAT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'STAT'"
what are the JAPN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JAPN'"
find all CANC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CANC'"
ASTR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ASTR'"
I want to see FRST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FRST'"
show me ENPH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENPH'"
show me PHYS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHYS'"
I need INTS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTS'"
list all GNDS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GNDS'"
show me EMPR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'EMPR'"
find all MATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MATH'"
show me BLCK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BLCK'"
what are the GEOL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GEOL'"
show me BADR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BADR'"
show me MOHK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MOHK'"
which ARTV courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTV'"
EMPR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'EMPR'"
which COGS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COGS'"
I want to see CIVL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CIVL'"
what are the RELS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'RELS'"
list all ENSC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENSC'"
what are the PHIL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHIL'"
I need GEOE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GEOE'"
list all DDHT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'DDHT'"
find all PORT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PORT'"
list all CHEM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CHEM'"
what are the ASTR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ASTR'"
show me FILM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FILM'"
COMP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COMP'"
KNPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'KNPE'"
find all REPD courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'REPD'"
get me CRSS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CRSS'"
which ENGL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENGL'"
get me PHYS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHYS'"
list all FILM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FILM'"
what are the PATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PATH'"
get me JWST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JWST'"
which APSC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'APSC'"
get me COMP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COMP'"
find all CHEE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CHEE'"
find all CRSS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CRSS'"
list all BIOL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BIOL'"
what are the PSYC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PSYC'"
which ASCX courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ASCX'"
list all HEBR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HEBR'"
what are the LATN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LATN'"
which CANC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CANC'"
I want to see HLTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HLTH'"
show me INTN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTN'"
what are the GNDS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GNDS'"
get me WRIT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'WRIT'"
get me INDG courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INDG'"
find all APSC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'APSC'"
PSYC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PSYC'"
I need GRMN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GRMN'"
BADR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BADR'"
which MATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MATH'"
what are the ENSC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENSC'"
I want to see FILM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FILM'"
get me INUK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INUK'"
GNDS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GNDS'"
I need CRSS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CRSS'"
what are the WRIT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'WRIT'"
JAPN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JAPN'"
show me MATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MATH'"
show me QGSP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'QGSP'"
I need COCA courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COCA'"
what are the BCHM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BCHM'"
I need PHGY courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHGY'"
list all ELEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ELEC'"
which MICR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MICR'"
I need HIST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HIST'"
list all ASCX courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ASCX'"
list all INTN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTN'"
what are the LLCU courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LLCU'"
QGSP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'QGSP'"
I need BIOL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BIOL'"
find all LLCU courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LLCU'"
I want to see MICR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MICR'"
find all QGSP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'QGSP'"
I want to see EPID courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'EPID'"
I need CISC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CISC'"
what are the LANG courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LANG'"
which ENIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENIN'"
what are the ARIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARIN'"
list all LING courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LING'"
ARIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARIN'"
list all BLCK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BLCK'"
I want to see MOHK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MOHK'"
IDIS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'IDIS'"
show me ENCH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENCH'"
show me CRSS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CRSS'"
list all PHYS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHYS'"
which FREN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FREN'"
what are the KNPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'KNPE'"
get me HEBR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HEBR'"
list all PORT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PORT'"
what are the IDIS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'IDIS'"
get me PHGY courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHGY'"
which LING courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LING'"
list all COMP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COMP'"
get me FRST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FRST'"
what are the QGSP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'QGSP'"
list all CISC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CISC'"
which CWRI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CWRI'"
I need ELEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ELEC'"
I need EPID courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'EPID'"
PHYS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHYS'"
find all HIST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HIST'"
find all PHYS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHYS'"
LLCU courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LLCU'"
find all MOHK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MOHK'"
FREN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FREN'"
list all LLCU courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LLCU'"
find all INTN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTN'"
ENCH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENCH'"
what are the BADR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BADR'"
get me JAPN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JAPN'"
ARTV courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTV'"
which GRMN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GRMN'"
what are the ARTF courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTF'"
ITLN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ITLN'"
what are the MICR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MICR'"
what are the INTN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTN'"
I need MAPP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MAPP'"
I need GNDS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GNDS'"
I want to see ARIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARIN'"
list all PSYC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PSYC'"
WRIT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'WRIT'"
what are the ENCH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENCH'"
what are the ELEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ELEC'"
show me INDG courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INDG'"
I need ASCX courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ASCX'"
I need ARIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARIN'"
I need BADR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BADR'"
which PHAR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHAR'"
get me ARTF courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTF'"
get me IDIS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'IDIS'"
I want to see GRMN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GRMN'"
what are the GRMN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GRMN'"
list all CHEE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CHEE'"
I want to see CWRI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CWRI'"
FRST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FRST'"
show me ELEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ELEC'"
GEOE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GEOE'"
which PSYC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PSYC'"
STAM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'STAM'"
list all JAPN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JAPN'"
show me POLS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'POLS'"
show me GNDS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GNDS'"
list all INTS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTS'"
find all HLTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HLTH'"
which INUK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INUK'"
find all ELEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ELEC'"
which PATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PATH'"
which BCHM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BCHM'"
what are the DRAM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'DRAM'"
show me ARTV courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTV'"
list all IDIS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'IDIS'"
get me SPAN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SPAN'"
which ARTF courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTF'"
find all SPAN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SPAN'"
list all REPD courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'REPD'"
get me SOCY courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'SOCY'"
get me MATH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MATH'"
get me CISC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CISC'"
get me BIOL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BIOL'"
get me PPEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PPEC'"
I need IDIS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'IDIS'"
what are the ENIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ENIN'"
list all INUK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INUK'"
list all KNPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'KNPE'"
list all MUTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MUTH'"
which EPID courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'EPID'"
list all MOHK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MOHK'"
find all KNPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'KNPE'"
show me JWST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'JWST'"
show me KNPE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'KNPE'"
list all MUSC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MUSC'"
find all FRST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FRST'"
what are the COCA courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'COCA'"
get me full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
list all full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
find all full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
what are the full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
I want to see full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
which full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
show me full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
I need full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
full year courses,"SELECT course_code, course_name, description FROM complete_courses WHERE units = 6.0"
get me full year ECON courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ECON' AND units = 6.0"
list all full year PHIL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHIL' AND units = 6.0"
what are the full year GPHY courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'GPHY' AND units = 6.0"
show me full year CWRI courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CWRI' AND units = 6.0"
find all full year WRIT courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'WRIT' AND units = 6.0"
I need full year PPEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PPEC' AND units = 6.0"
what are the full year FRST courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'FRST' AND units = 6.0"
full year PHYS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHYS' AND units = 6.0"
what are the full year LING courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LING' AND units = 6.0"
what are the full year ITLN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ITLN' AND units = 6.0"
I want to see full year BADR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BADR' AND units = 6.0"
which full year MREN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MREN' AND units = 6.0"
what are the full year STAM courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'STAM' AND units = 6.0"
find all full year ARTH courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARTH' AND units = 6.0"
what are the full year MREN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MREN' AND units = 6.0"
list all full year RELS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'RELS' AND units = 6.0"
I need full year PSYC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PSYC' AND units = 6.0"
I need full year IDIS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'IDIS' AND units = 6.0"
list all full year INTS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'INTS' AND units = 6.0"
I need full year MNTC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MNTC' AND units = 6.0"
I need full year POLS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'POLS' AND units = 6.0"
get me full year CHIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CHIN' AND units = 6.0"
show me full year MAPP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MAPP' AND units = 6.0"
show me full year LLCU courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LLCU' AND units = 6.0"
I want to see full year ARIN courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ARIN' AND units = 6.0"
I want to see full year PPEC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PPEC' AND units = 6.0"
show me full year ECON courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'ECON' AND units = 6.0"
list all full year MOHK courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'MOHK' AND units = 6.0"
show me full year BADR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'BADR' AND units = 6.0"
find all full year PHYS courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHYS' AND units = 6.0"
I want to see full year CHEE courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'CHEE' AND units = 6.0"
get me full year PHIL courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'PHIL' AND units = 6.0"
I want to see full year QGSP courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'QGSP' AND units = 6.0"
find all full year LISC courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'LISC' AND units = 6.0"
full year HEBR courses,"SELECT course_code, course_name, description FROM complete_courses WHERE department_code = 'HEBR' AND units = 6.0"
