Unnamed: 0.1,Unnamed: 0,course_code,course_name,units,description,requirements,faculty,outcomes,prerequisites,corequisites,exclusions,recommended,department_name,year,department_code,instructor
2821,57,MECH 478,Biomaterials,3.5,"An introduction to the structure, properties and performance of biomaterials used for the construction of medical devices. Examples of biomaterials are bioactive ceramics, biodegradable polymers and advanced titanium-based alloys used for the construction of orthopedic implants. Topics covered will include surface and bulk properties of biomaterials and their impact on the clinical performance of implants. Discussion will focus on tissue-biomaterials interactions, biocompatibility and biodegradation. The course will also cover the current in-vitro and in-vivo testing methods for evaluating the long-term performance of biomaterials.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: Must be registered in BSCE or BASC program. Corequisites: Exclusio,Smith Engineering,,Must be registered in BSCE or BASC program.,,,,Mechanical Engineering,4.0,MECH,
2822,58,MECH 479,Nanomaterials Science and Engineering,3.5,"This course covers state-of-the-art developments pertaining to nanostructured materials (NSMs) and their applications. Students will learn about innovation in this space from the lens of the materials science paradigm-i.e., structure-properties-processing-performance relationships. NSMs topics covered include advanced characterization tools and computer simulations, chemical and solid-state processing routes, mechanical properties, physico-chemical properties, and economic, policy, health and environmental considerations. NSMs covered include metals and alloys, ceramics, semi-conductors, colloids and carbon-based NSMs. Students will complete critical reading exercises covering the current peer-reviewed literature on the subject. Students will also perform a case study of a NSM application of their choosing, including its materials science and engineering design considerations.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: MECH 270 Corequisites: Exclusio,Smith Engineering,,MECH 270,,,,Mechanical Engineering,4.0,MECH,
2823,59,MECH 480,Airplane Aerodynamics and Performance,3.5,"A technical course on the principles of flight. Techniques for the quantitative prediction of the aerodynamic characteristics of the wing will be described. Extensions to account for real-world effects will be discussed. These results will be used to predict the airplane performance (range, climb rate, maximum speed, etc.) The concept aerodynamic stability will be introduced and discussed. Students are expected to know MATLAB proficiently and have fluids knowledge typically acquired in MECH 241 and MECH 341. Those who have not taken these or similar courses will need to prepare through self study.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: Must be registered in BSCE or BASC program. Corequisites: Exclusio,Smith Engineering,,Must be registered in BSCE or BASC program.,,,,Mechanical Engineering,4.0,MECH,Ugo Piomelli
2824,60,MECH 481,Wind Energy,3.5,"An introductory course on wind-turbine operation and aerodynamics. Topics include: the Betz limit; the Blade Element Momentum method; characteristics of the atmospheric boundary layer; unsteady aerodynamic theory; gusts and blade aeroelasticity; blade noise and health effects; and wind-park siting and planning. Extension of some of these topics to small wind turbines, run-of-the-river water turbines and off-grid systems will also be presented. Students are expected to have sufficient experience with fluid dynamics equivalent to MECH 341. Those who have not taken such a course will need to prepare through self-study.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: Must be registered in BSCE or BASC program. Corequisites: Exclusio,Smith Engineering,,Must be registered in BSCE or BASC program.,,,,Mechanical Engineering,4.0,MECH,
2825,61,MECH 482,Noise Control,3.5,"An introduction to the principles of noise control. Topics include: basic properties of sound and noise, the measurement of noise, effects of noise on people, description of sound fields, acoustics of rooms and enclosures, acoustical materials and structures, and noise source identification. A coherent approach to the solution of noise control problems is stressed throughout the course.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: Must be registered in BSCE or BASC program. Corequisites: Exclusio,Smith Engineering,,Must be registered in BSCE or BASC program.,,,,Mechanical Engineering,4.0,MECH,
2826,62,MECH 483,Nuclear Materials,3.5,"A nuclear reactor presents a unique environment in which materials must perform. In addition to the high temperatures and stresses to which materials are subjected in conventional applications, nuclear materials are subjected to various kinds of radiation which affect their performance, and often this dictates a requirement for a unique property (for example, a low cross section for thermal neutron absorption) that is not relevant in conventional applications. The effects of the radiation may be direct (e.g., the displacement of atoms form their normal positions by fast neutrons or fission fragments), or indirect (e.g., a more aggressive chemical environment caused by radiolytic decomposition). This course describes materials and structures typically used in nuclear environments, their manufacture, the unique conditions to which they are subjected, the basic physical phenomena that affect their performance and the resulting design and operational requirements for reactor components. The course includes a field trips to components manufacturers and to Canada's national nuclear research laboratory. Material from MECH 370/371 will be reviewed and students who have not completed those courses may require some additional reading to keep up.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: MECH 270 Corequisites: Exclusio,Smith Engineering,,MECH 270,,,,Mechanical Engineering,4.0,MECH,
2827,63,MECH 484,Introduction To Ceramics,3.5,"An introduction to the processing, structure and properties of advanced ceramics used for the design of components in electronic, automotive, aerospace, energy, mining and chemical and petrochemical industries. The emphasis is placed on understanding the relationship between microstructure and mechanical, electrical and thermal properties of ceramics. Ceramic systems and related devices which are discussed include electronic and ionic conductors, capacitors, transducers, varistors, and dielectric substartes. The effect of porosity, grain size and residual stresses on strength, elastic and fracture properties of isotropic and anisotropic ceramics is also discussed. Material transport mechanism and sintering of powder ceramics materials is covered with recent examples of forming and sintering of oxides, carbides and nitrides.
COURSE DELETED 2019-2020
(Lec: 3, Lab: 0, Tut: 0.5)",MECH 370 and MECH 371,Smith Engineering,,,,,,Mechanical Engineering,4.0,MECH,
2828,64,MECH 492,Biological Fluid Dynamics,3.5,"An introductory course on biological flows across a broad range of scales from flagellar motility to the beating heart. Topics range from the dynamics of classical biomedical flows such as the circulatory and respiratory systems. (e.g. wall compliance, pulsatility, and transition to turbulence) through to cellular-level motility and biopropulsion in general over a range of Reynolds numbers. Topics relating to comparative biology (e.g. allometry and evolutionary convergence) and common imaging techniques used for biological flows (e.g. acoustic, nuclear magnetic resonance, optical and x-ray techniques) will be covered as well. Students are expected to have sufficient experience with measurement science and fluid dynamics theory equivalent to MECH 217 and MECH 241. Those who have not taken such courses will need to prepare through self-study.
NOT OFFERED 2024-2025
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: Must be registered in BSCE or BASC program. Corequisites: Exclusio,Smith Engineering,,Must be registered in BSCE or BASC program.,,,,Mechanical Engineering,4.0,MECH,
2829,65,MECH 494,Kinematics Of Human Motion,3.5,"In this course students will explore the application of classical mechanics to the analysis of human motion related to athletics, orthopaedics, and rehabilitation. The course covers the structure of human joints, including experimental and analytical techniques in the study of human joint kinematics; applications to the design of artificial joints and to clinical diagnosis and treatments. Students are introduced to the motion capabilities of the human body and how to develop and study kinematic models of the individual joints of the human body. Experimental methods used to collect kinematic data will be studied through interactive labs. Topics include defining body position and displacement, three dimensional representation of human motion, basic functional anatomy of individual joints, rigid body kinematics (homogeneous transformations, Euler angles, helical axis), intrajoint kinematics, joint modelling, articular surface motion. Three-dimensional kinematics of individual joints is emphasized from the perspective of total joint replacement design.
(Lec: 2, Lab: 1, Tut: 0.5)","Prerequisites: MECH 393 and MECH 394, or permission of instructor Corequisites: Exclusio",Smith Engineering,,"MECH 393 and MECH 394, or permission of instructor",,,,Mechanical Engineering,4.0,MECH,
2830,66,MECH 495,Ergonomics And Design,3.5,"This course provides an overview of ergonomic problems that are addressed in engineering design; including biomechanical, physical and physiological issues. Case studies will range from the design of vehicle cockpits to process control rooms, from industrial manual materials handling tasks to human directed robots, and from domestic tools to biomechanical devices.
(Lec: 3, Lab: 0.5, Tut: 0)",Prerequisites: MECH 323 or permission of the instructor Corequisites: Exclusio,Smith Engineering,,MECH 323 or permission of the instructor,,,,Mechanical Engineering,4.0,MECH,"Stephan Dobri, Stephan Dobri"
2831,67,MECH 496,Musculoskeletal Biomechanics,3.5,"Develops approaches to musculoskeletal biomechanics, including
experimental and analytical approaches to movement analysis, experimental instrumentation and devices, and biomechanical devices for musculoskeletal disorder rehabilitations. Analysis of the contribution of external loading, forces generated by muscles and constraints provided by other musculoskeletal
structures to predict forces and stresses in musculoskeletal joints and tissues. Numerical and modelling approaches, including inverse dynamics, and optimization, and determination of segmental inertial properties.
Biomechanical devices including upper limb and lower limb orthotics and prosthetics. Applications in orthopedic engineering, movement assessment, ergonomics, joint injury and replacements, and biomechanical system design. Application of machine learning in biomechanics and human movement
analysis. Students are presumed to have had a sound introduction to biomechanics, typically acquired from MECH 394.
(Lec: 2, Lab: 1, Tut: 0.5)",Prerequisites: MECH 328  Corequisites: Exclusio,Smith Engineering,,MECH 328,,,,Mechanical Engineering,4.0,MECH,
2832,0,MREN 103,Mechatronics and Robotics Design I,4.0,"This course introduces students to basic engineering design methods and tools that are employed for developing mechatronic and robotic systems. In the first part of the course, a client-based team design project will further develop skills that include communication, teamwork, project management, professionalism and ethics. The nature of the projects will be such that students will be required to reflect on the impact of their work on society and the environment. The second part of the course consists of a series of laboratories followed by a hands-on project that will introduce students to elements of mechatronic and robotic hardware and software. The course encourages a sense of creativity and curiosity about mechatronics and robotics engineering.
K4(Lec: Yes, Lab: Yes, Tut: No)",Prerequisites: APSC 101 Corequisites: Exclusio,Smith Engineering,,APSC 101,,,,Mechatronics and Robotics Engineering,1.0,MREN,
2833,1,MREN 104,Mechatronics and Robotics Design Project,2.0,"This course introduces students to basic engineering design methods and tools that are employed for developing mechatronic and robotic systems.
The course consists of a series of laboratories and a hands-on project that introduce students to elements of mechatronic and robotic hardware and software. The course encourages a sense of creativity and curiosity about robotics and mechatronics engineering. This course covers the content and objectives of MREN 103, that are not covered by APSC 103 and is intended for transfer students into the second year of the MRE program. Students will use their knowledge of engineering graphics as acquired in APSC 162. Note: this course is only open to students transferring into year 2 of the MRE program.
K2(Lec: Yes, Lab: Yes, Tut: No)","Prerequisites: APSC 101, APSC 151 and permission of the instructor. Corequisites: Exclusio",Smith Engineering,,"APSC 101, APSC 151 and permission of the instructor.",,,,Mechatronics and Robotics Engineering,1.0,MREN,
2834,2,MREN 178,Data Structures and Algorithms,4.0,"This course introduces fundamental structures and algorithms for storing, managing, manipulating and analyzing data. Topics covered include structures, such as multidimensional arrays, linked lists, stacks, queues, deques, asymptotic notation, hash and scatter tables, trees and search trees, heaps and priority queues, graphs, and algorithms such as recursion, branch-and-bound methods, searching, sorting, and probabilistic algorithms. Microcontroller-based laboratory exercises will explore applications of data structures and algorithms, using examples drawn from mechatronics and robotics engineering.
(Lec: 3, Lab: 0.5, Tut: 0.5)",Prerequisites: APSC 142 or APSC 143 or MNTC 313 Corequisites: Exclusions: ELEC 278 or CISC 235,Smith Engineering,,APSC 142 or APSC 143 or MNTC 313,,ELEC 278 or CISC 235,,Mechatronics and Robotics Engineering,1.0,MREN,
2835,3,MREN 203,Mechatronics and Robotics Design II,4.0,"In this course, students will apply their growing technical knowledge of mechatronics and robotics, and the engineering design process, to solve an open-ended design problem. Working in teams, students will be provided with a kit of components from which they are required to design, build and test a mechatronics or robotics device that performs a certain task. The problem will be posed as an internal design competition. Prototyping and
alternate design methodologies are presented to iteratively execute, evaluate and correct designs in an efficient way. Working prototypes are to be demonstrated before an audience at the end of the term. Teams will demonstrate advanced communication skills by documenting the design process and their project management. Elements of professionalism and ethics are addressed.
K4(Lec: Yes, Lab: Yes, Tut: No)","Prerequisites: MREN 103, APSC 199 or have passed the English Proficiency Test Corequisites: Exclusio",Smith Engineering,,"MREN 103, APSC 199 or have passed the English Proficiency Test",,,,Mechatronics and Robotics Engineering,2.0,MREN,
2836,4,MREN 223,Signals and Systems,4.0,"This course covers the basic concepts and techniques for the modeling and analysis of signals and systems. Topics include signals, system properties, linear time-invariant systems, convolution, impulse response in continuous-time and discrete-time domains; Fundamentals of Fourier series; Fourier transforms, spectral analysis; Laplace transforms, and frequency response; sampling, reconstruction, and digitization; z transform and frequency response; fundamental concepts of filtering in continuous-time and discrete-time domains; Computational realizations of the analysis tools and their applications are explored in the laboratory.
(Lec: 3, Lab: 0.5, Tut: 0.5)","Prerequisites: ELEC 221, and MTHE 235 or MTHE 237 Corequisites: Exclusio",Smith Engineering,": in particular, to understand and exploit the implications of linearity, time-invariance, causality, memory, and bounded-input, bounded-out (BIBO) stability.","ELEC 221, and MTHE 235 or MTHE 237",,,,Mechatronics and Robotics Engineering,2.0,MREN,Melissa  Greeff 
2837,5,MREN 230,Thermodynamics and Heat Transfer,3.75,"This course introduces fundamental thermodynamics and heat transfer concepts needed to analyze thermal systems including: ideal gas laws; work and heat; conservation of energy; thermodynamic properties of pure substances; equations of state; applications to open and closed systems; heat transfer by conduction, convection and radiation. Theory will be complemented with a series of labs that introduce temperature measurement devices and thermal circuit analysis.
(Lec: 3, Lab: 0.25, Tut: 0.5)",Prerequisites: MREN 241 Corequisites: Exclusio,Smith Engineering,,MREN 241,,,,Mechatronics and Robotics Engineering,2.0,MREN,
2838,6,MREN 241,Fluid Mechanics and Fluid Power,3.75,"An introductory course in fluid mechanics with application to fluid power systems. Topics include properties of fluids, fluids at rest, dimensional analysis, the laws of conservation of mass and momentum, Bernoulli's equation for incompressible flow and the energy equation, flow measurements, elementary pipe flow problems including losses due to pumps, valves etc. Laboratories will introduce students to pressure and flow measuring devices, pneumatic and hydraulic components and actuators, and circuit analysis of fluid power systems.
(Lec: 3, Lab: 0.25, Tut: 0.5)",Prerequisites: APSC 111 Corequisites: Exclusio,Smith Engineering,,APSC 111,,,,Mechatronics and Robotics Engineering,2.0,MREN,
2839,7,MREN 303,Mechatronics and Robotics Design III,4.0,"In this course, students will apply their growing technical knowledge of mechatronics and robotics, and the engineering design process, to solve an open-ended design problem. Working in teams, students will be provided with a kit of components from which they are required to design, build and test a mechatronics or robotics device that performs a certain task. The problem will be posed as an internal design competition. Prototyping and alternate design methodologies are presented to iteratively execute, evaluate and correct designs in an efficient way. Working prototypes are to be demonstrated before an audience at the end of the term. Teams will demonstrate advanced communication skills by documenting the design process and their project management. Elements of professionalism and ethics are addressed.
K4(Lec:Yes, Lab: Yes, Tut: No)",Prerequisites: MREN 203 Corequisites: Exclusio,Smith Engineering,,MREN 203,,,,Mechatronics and Robotics Engineering,3.0,MREN,
2840,8,MREN 318,Sensors and Electric Actuators,4.5,"This course introduces the basic technologies, structures and operation principles of sensors and electric actuators used in mechatronic systems. The topics include methods for signal collection, conditioning and analysis; physical principles for the measurement of motion, force, torque, pressure, flow and temperature using analog and digital transducers; actuating principles and steady-state characteristics of dc, induction, synchronous, and special motors. Various components will be experimentally tested and analyzed.
(Lec: 3, Lab: 1, Tut: 0.5)","Prerequisites: ELEC 271, ELEC 252, MREN 223 Corequisites: Exclusio",Smith Engineering,,"ELEC 271, ELEC 252, MREN 223",,,,Mechatronics and Robotics Engineering,3.0,MREN,
2841,9,MREN 320,Industrial Automation,3.5,"Industrial automation is about the design of machines used in autonomous systems for the production of goods and services. It is an interdisciplinary subject concerning areas of machine design, sensors, actuators and control systems. This course covers central concepts of automation including hardware components for automation, mechanical actuation systems, automation design synthesis, logic design for automation processes, electro-pneumatic actuation, PLC programming and PLC-based applications of PID. Students will get hands-on experience with a PLC controlled automation machine through a series of labs.
(Lec: 2, Lab: 1, Tut: 0.5)","Prerequisites: MREN 318, ELEC 443 or MECH 350, or permission of the instructor. Corequisites: Exclusio",Smith Engineering,,"MREN 318, ELEC 443 or MECH 350, or permission of the instructor.",,,,Mechatronics and Robotics Engineering,3.0,MREN,
2842,10,MREN 348,Introduction to Robotics,4.0,"Robotics is an interdisciplinary subject concerning areas of mechanics, electronics, information theory, control systems and automation. This course provides an introduction to robotics and covers fundamental aspects of modeling and control of robot manipulators. Topics include history and application of robotics in industry, rigid body kinematics, manipulator forward, inverse and differential kinematics, workspace, singularity, redundancy, manipulator dynamics, trajectory generation,
actuators, sensors, and manipulator position and contact force control strategies. Applications studied using MATLAB/Simulink software simulation and laboratory experiments.
(Lec: 3, Lab: 0.5, Tut: 0.5)","Prerequisites: ELEC 443 or MECH 350, or permission of the instructor. Corequisites: Exclusio",Smith Engineering,,"ELEC 443 or MECH 350, or permission of the instructor.",,,,Mechatronics and Robotics Engineering,3.0,MREN,
2843,11,MREN 403,Mechatronics and Robotics Design IV,8.0,"In this course, students culminate their learning of mechatronics and robotics, and engineering design, through a team-based capstone design project focused on solving a real-world, industry-level technical challenge, which includes a detailed design phase, as well as robust building and iterative design testing, leading to participation in and external design competition. The course is conducted over two terms. In addition to the design, build and testing of a mechatronics or robotics system, each team is required to demonstrate communication, teamwork, and management skills at a professional level by preparing a formal design proposal, which includes a project management plan, providing regular progress reports, and submitting a final design report, together with a formal presentation on the project and its results. Elements of professionalism and ethics are addressed.
K8(Lec: Yes, Lab: Yes, Tut: No)","Prerequisites: MREN 303, MREN 318, MREN 348, MECH 350, ELEC 353, ELEC 371 or permission of the program. Corequisites: Exclusio",Smith Engineering,,"MREN 303, MREN 318, MREN 348, MECH 350, ELEC 353, ELEC 371 or permission of the program.",,,,Mechatronics and Robotics Engineering,4.0,MREN,
2844,12,MREN 410,Intelligent Machines and Autonomous Systems,3.5,"This course provides students with a working knowledge of methods for design and analysis of robotic and intelligent machines that can think, learn and act in uncertain conditions. Topics include basic principles and methods of machine vision, machine learning and identification, decision-making, and their applications in the design of an autonomous system.
(Lec: 3, Lab: 0.5, Tut: 0)","Prerequisites: MREN 178, MREN 223 and ELEC 371, or permission of the instructor Corequisites: Exclusio",Smith Engineering,,"MREN 178, MREN 223 and ELEC 371, or permission of the instructor",,,,Mechatronics and Robotics Engineering,4.0,MREN,
2845,0,MINE 201,Introduction to Mining and Mineral Processing,4.0,"This course presents and overview of all aspects of mining from exploration, financing, development and mining operations. Underground and open pit mining are contrasted. Mineral processing systems for the production of gold, diamonds, copper, nickel, zinc and iron will be studied. Topics include decision-making process related to world market commodity pricing, mine planning and design, mining equipment, blasting and environmental considerations. Concepts of sustainability from economic, social and environmental perspective will be explored. Case studies, a major field trip and related assessment will be used to illustrate principles taught and how they are applied in a practical situation. Conservation equations for mass and energy, process flow diagrams, material and energy balances, First Law of Thermodynamics.
(Lec: 3, Lab: 0, Tut: 1)","Prerequisites: must be enrolled in Mining Engineering, or permission of instructor Corequisites: Exclusio",Smith Engineering,,"must be enrolled in Mining Engineering, or permission of instructor",,,,Mining Engineering,2.0,MINE,Charlotte Gibson
2846,1,MINE 202,Computer Applications and Instrumentation in Mining,1.5,"The objective of this course is to offer students a hands-on introduction to some of the fundamental tools and techniques of contemporary instrumentation and data analysis, with application examples from both surface and underground mining. Topics covered include an introduction to engineering measurements and the statistical nature of measured data, fundamentals of signal analysis and computer-based data acquisitions systems, introduction to common sensors and their applications, and the use of standard engineering software for data processing and analysis. Course material is delivered via a sequence of workshop-style sessions.
COURSE DELETED 2019-2020
(Lec: 0, Lab: 1.5, Tut: 0)",Prerequisites: Must be registered in BSCE or BASC program. Corequisites: Exclusio,Smith Engineering,,Must be registered in BSCE or BASC program.,,,,Mining Engineering,2.0,MINE,
2847,2,MINE 267,Applied Chemistry for Mining,3.5,"This course provides an overview of the chemistry of inorganic and organic compounds used in the practice of mining and mineral processing including hydro-and pyro-extractive methods. Chemistry and chemical interactions for selected reagent formulations used in blasting, flotation/flocculation, leaching/precipitation, solvent extraction/electrowinning and pollution control technologies are outlined with relevant stoichiometry. Mineral stability and its relevance to metal extraction is discussed. Unary, binary and ternary phase diagrams are explored. The properties of solutions of interest are reviewed.
(Lec: 3, Lab: 0, Tut: 0.5)","Prerequisites: APSC 131, APSC 132 Corequisites: MINE 268 or permission of the instructor Exclusio",Smith Engineering,,"APSC 131, APSC 132",MINE 268 or permission of the instructor,,,Mining Engineering,2.0,MINE,
2848,3,MINE 268,Analytical Methods in Mining,1.0,"This course exposes the students to the analytical techniques utilized in the mining and the mineral processing industries. The first part of each laboratory includes the principles of the analytical technique while the second part is concerned with the practical use of the technique. The analytical techniques are typical of those of analytical groups in most mining companies. The techniques studied include: sampling, digestion, Atomic Absorption Spectroscopy, Induction Coupled Plasma Spectroscopy, X-Ray Diffraction and fire assay. Safety in handling of hazardous chemicals is emphasized with a review of selected Material Safety Data Sheets and industry standards.
(Lec: 0, Lab: 1, Tut: 0)","Prerequisites: APSC 131, APSC 132 Corequisites: MINE 267 Exclusio",Smith Engineering,,"APSC 131, APSC 132",MINE 267,,,Mining Engineering,2.0,MINE,
2849,4,MINE 272,Applied Data Science,4.5,"This course presents a comprehensive overview of the key elements of data science for engineers. Topics include data cleaning, organization and manipulation, data collection, visualization and noise filtering. Data analysis techniques including regression, decision trees, feature selection, clustering and classification are covered. Emphasis is on spatial analysis and visualization, as well as the analysis of time series. An introduction to advanced topics such as deep learning, big data management and analysis is provided. The focus is on the practical application of data science in the engineering context to make predictions and decisions based on the statistical inference of data.
(Lec: 3, Lab: 1.5, Tut: 0)","Prerequisites: APSC 142 or APSC 143 or CISC 101 or MNTC 313, and CHEE 209 or STAT 263 or MECH 203 or MTHE 224 or ENPH 253 or permission of the department Corequisites: Exclusions: CISC 251, CMPE 251",Smith Engineering,,"APSC 142 or APSC 143 or CISC 101 or MNTC 313, and CHEE 209 or STAT 263 or MECH 203 or MTHE 224 or ENPH 253 or permission of the department",,"CISC 251, CMPE 251",,Mining Engineering,2.0,MINE,
2850,5,MINE 307,Front Line Supervision,1.5,"This short course provides a base for engineering graduates placed into leadership positions in mining organizations. The Supervisor role is defined, core duties of the position are examined and students are given a variety of tools or strategies to achieve the defined goals of the role. Students are exposed to basic principles of leadership particularly coaching techniques and motivation. Safety leadership is highlighted and reinforced extensively throughout the material, most importantly the Supervisor's direct responsibility for ensuring compliance with Safe Operating Procedure and associated Safety norms. The Supervisor's influence in meaningfully contributing to an organization's safety and performance culture is examined and discussed. Important aspects of Performance Management for both individuals and groups are covered with examples from real-life situations. Several cases involving direct and indirect costs associated with situations directly controlled by the Supervisor are studied to reinforce the key link nature of the position. Course material also deals with the subject of change in the workplace and includes strategies for managing it; how a Supervisor can best facilitate change that results in a positive outcome. Detailed discussions are held on common problems facing Supervisors and a simple problem solving methodology is provided along with examples. Course facilitators are experienced mining professionals with a history that includes front-line supervision up to executive positions; all material is reinforced with real-life examples. Students are graded on a pass/fail system. Offered as an intensive 2-day short course in the winter term.
NOT OFFERED 2024-2025
(Lec: 1.25, Lab: 0, Tut: 0.25)",Prerequisite: Must have completed the 2nd year of Mining Engineering,Smith Engineering,,Must have completed the 2nd year of Mining Engineering,,,,Mining Engineering,3.0,MINE,
2851,6,MINE 321,Drilling & Blasting,4.5,"This course deals with the principles of commercial explosives technology and the application of blasting in mining and construction. The planning, design, economic considerations and trends of drilling and blasting practices in the different segments of the mining and construction industries are considered. Topics covered are detonation theory, performance and sensitivity of explosives, fragmentation prediction measurement and control, vibrations from blasting, air blast, damage and special blasting techniques used in perimeter blasting and blast design methods.
(Lec: 3, Lab: 1.5, Tut: 0)",Prerequisites: MTHE 367 or CHEE 209 Corequisites: Exclusio,Smith Engineering,,MTHE 367 or CHEE 209,,,,Mining Engineering,3.0,MINE,
2852,7,MINE 324,Hydraulics/Mining Applications,3.5,"The fluid mechanics basic to fluid hydraulic systems used in the mineral industry are introduced. Topics covered include properties of fluids, fluid statics and its application to mining. Hydrodynamic studies include the energy balance and Bernoulli's equation, energy losses in incompressible flow, the momentum equation and its application, and flow and pressure measuring devices. Flow in closed conduits, including series and parallel pipeline systems and pipe networks, is studied in detail and open channel flow is introduced. Applications include industrial pumps, sump design, hydraulic structures, underground mine dewatering systems, open pit mine drainage systems, and mine backfill and mine tailings transportation.
COURSE DELETED 2021-2022
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: MTHE 225 and MECH 230 or CHEE 210 or permission of the instructor Corequisites: Exclusio,Smith Engineering,,MTHE 225 and MECH 230 or CHEE 210 or permission of the instructor,,,,Mining Engineering,3.0,MINE,
2853,8,MINE 325,Applied Rock Mechanics,4.5,"This course deals with the principles of solid mechanics as applied to geologic materials in order to examine the effects of stress, strain and other factors on the geomechanical responses of such materials to these influences. Topics covered include rheological behaviour of rocks, stress measurement and prediction, and measurement procedures for determination of rock strength and other characteristic parameters. Failure theories are discussed and used to describe fracture development and design considerations for underground and surface mine structures. Analytical techniques based on empirical knowledge and supported by available theory and engineering practice are presented, including, for example: slope stability, underground structure and rock foundation design; the influences of ground water, rockbursts and backfill support on structural stability of excavations; and discussion of potential hazards associated with each. The operation and design of instrumentation used for rock mechanics studies are also discussed.
(Lec: 3, Lab: 1.5, Tut: 0)",Prerequisites: CIVL 230 or permission of the instructor Corequisites: Exclusio,Smith Engineering,,CIVL 230 or permission of the instructor,,,,Mining Engineering,3.0,MINE,
2854,9,MINE 326,Operations Research,4.5,"The course deals with the application of operations research methods in engineering with emphasis on mining applications. Topics covered are linear programming, optimization methods, transportation and network models, discrete optimization, non linear optimization, decision tree methods, simulation and elements of geostatistics as applied to mining. Lab sessions also deal with forecasting techniques, regression analysis, dispatch problems, planning and scheduling.
(Lec: 3, Lab: 1.5, Tut: 0)",Prerequisites: APSC 142 or APSC 143 or MNTC 313 or permission of the instructor Corequisites: Exclusio,Smith Engineering,,APSC 142 or APSC 143 or MNTC 313 or permission of the instructor,,,,Mining Engineering,3.0,MINE,
2855,10,MINE 330,Mineral Industry Economics,3.5,"This course for students in Mining Engineering and allied disciplines will apply basic principles of economic evaluation learned in APSC 221 to the minerals industry. Topics covered include: the project definition and economic evaluation process; economic analysis tools and techniques; taxation; inflation; cost estimation; the nature of mineral supply and demand; mineral commodity markets and pricing; uncertainty and risks associated with the mining industry, their analysis and incorporation into the evaluation process. Assignments, examples, and tutorials reflect a variety of situations and challenges faced in the evaluation of exploration and mine development opportunities, as well as important applications to mining and mineral processing design and decision-making.
(Lec: 3, Lab: 0, Tut: 0.5)",Prerequisites: Must be enrolled in Mining Engineering or permission of the instructor (or department) Corequisites: Exclusio,Smith Engineering,,Must be enrolled in Mining Engineering or permission of the instructor (or department),,,,Mining Engineering,3.0,MINE,
2856,11,MINE 331,Methods Of Mineral Separation,4.5,"Mineral separation processes of a physical and physicochemical nature are studied with laboratory sessions. Topics include size reduction, classification, flotation, flocculation, gravity concentration, magnetic, electrostatic separations and dewatering. Surface phenomena involving fine particle processing, reagent classifications, flotation machines and circuits, plant practice in ore flotation are discussed. The laboratory practice includes a design project on flotation circuit analysis and sizing. Assignments will be completed based on field trip observations.
(Lec: 3, Lab: 1.5, Tut: 0)","Prerequisites: MINE 201 Introduction to Mining and Mineral Processing F | 4MINE 201 or GEOE 281 , MINE 267 or GEOE 365 or CHEE 221 or permission of the instructor Corequisites: Exclusio",Smith Engineering,,"MINE 201 Introduction to Mining and Mineral Processing F | 4MINE 201 or GEOE 281 , MINE 267 or GEOE 365 or CHEE 221 or permission of the instructor",,,,Mining Engineering,3.0,MINE,
2857,12,MINE 335,Mineral Processing,3.0,"Mineral separation processes of a physical and physicochemical nature are studied. Topics include size reduction, classification, flotation, flocculation, gravity concentration, magnetic, electrostatic separations and dewatering. Surface phenomena involving fine particle processing, reagent classifications, flotation machines and circuits, plant practice in ore flotation are discussed. Quantitative understanding of various topics is aided through problem solving in class and assignments on mass balancing, kinetic analysis and circuit sizing.
(Lec: 3, Lab: 0, Tut: 0)",Prerequisites: PREREQUISITE(S): MINE 201 or GEOE 281 and MINE 267 or GEOE 365 or CHEE 221 or permission of the instructor Corequisites: Exclusio,Smith Engineering,,PREREQUISITE(S): MINE 201 or GEOE 281 and MINE 267 or GEOE 365 or CHEE 221 or permission of the instructor,,,,Mining Engineering,3.0,MINE,
